,annotate_text,label,annotated_at,geo_tag,raw_text,clean_text,langid_raw,langid_clean,spacy_raw,spacy_clean
12,"<b>Raw:</b> Configuring ipV6 my home network for Internet of Things. X sabar nak beli @Raspberry_Pi lps raya.
Selamat Hari Raya. Maaf Zahir &amp; Batin 

#ipv6 
#EidUlFitr https://t.co/XalhAvL0aa<br><b>Clean</b>: configuring ipv6 my home network for internet of things x sabar nak beli lps raya selamat hari raya maaf zahir and batin",code-switched,2022-11-18 13:23:33,Singapore,"Configuring ipV6 my home network for Internet of Things. X sabar nak beli @Raspberry_Pi lps raya.
Selamat Hari Raya. Maaf Zahir &amp; Batin 

#ipv6 
#EidUlFitr https://t.co/XalhAvL0aa<br>",configuring ipv6 my home network for internet of things x sabar nak beli lps raya selamat hari raya maaf zahir and batin,en,en,en,en
13,"<b>Raw:</b> Baka yung ""BREAK RECORD"" sa mga headlines bigdeal na nman po sa kanila😭

BAZINGA 7HIS IS MY LEGACY
@SB19Official #SB19
#SB19LeadsBillboardHTS

Listen to #Bazinga_SB19<br><b>Clean</b>: baka yung break record sa mga headlines bigdeal na nman po sa kanila bazinga 7his is my legacy listen to",code-switched,2022-11-18 13:23:44,Singapore,"Baka yung ""BREAK RECORD"" sa mga headlines bigdeal na nman po sa kanila😭

BAZINGA 7HIS IS MY LEGACY
@SB19Official #SB19
#SB19LeadsBillboardHTS

Listen to #Bazinga_SB19<br>",baka yung break record sa mga headlines bigdeal na nman po sa kanila bazinga 7his is my legacy listen to,tl,tl,tl,tl
14,"<b>Raw:</b> If you’re not already watching Ryan’s series on YT, I’d recommend checking it out.<br><b>Clean</b>: if youre not already watching ryans series on yt id recommend checking it out",informal-english,2022-11-18 13:23:50,Singapore,"If you’re not already watching Ryan’s series on YT, I’d recommend checking it out.<br>",if youre not already watching ryans series on yt id recommend checking it out,en,en,en,en
15,"<b>Raw:</b> Its a day. Haihhh nervous sia nk tahu result 😩😩. Kadang mulut aku ni masin, kalau aku ckp A, result dia pun A. Tp aku harap tak lah. Hmmmmm hope semua ye okay. 💪🏼💪🏼<br><b>Clean</b>: its a day haihhh nervous sia nk tahu result kadang mulut aku ni masin kalau aku ckp a result dia pun a tp aku harap tak lah hmmmmm hope semua ye okay",code-switched,2022-11-18 13:23:58,Singapore,"Its a day. Haihhh nervous sia nk tahu result 😩😩. Kadang mulut aku ni masin, kalau aku ckp A, result dia pun A. Tp aku harap tak lah. Hmmmmm hope semua ye okay. 💪🏼💪🏼<br>",its a day haihhh nervous sia nk tahu result kadang mulut aku ni masin kalau aku ckp a result dia pun a tp aku harap tak lah hmmmmm hope semua ye okay,id,id,id,id
16,"<b>Raw:</b> bros, i need ideas for youtube, drop some if you got some ❤️ that’s pulau ubin, looking smexy #twitchfreejidion  #Help https://t.co/s3hPFchCqw<br><b>Clean</b>: bros i need ideas for youtube drop some if you got some thats pulau ubin looking smexy",informal-english,2022-11-18 13:24:18,Singapore,"bros, i need ideas for youtube, drop some if you got some ❤️ that’s pulau ubin, looking smexy #twitchfreejidion  #Help https://t.co/s3hPFchCqw<br>",bros i need ideas for youtube drop some if you got some thats pulau ubin looking smexy,en,en,en,en
17,"<b>Raw:</b> Mahirap daw sya paiyakin. The last time she cried was when his husband died. This could be tears of joy. Happy mother’s day @lenirobredo Ipapanalo namin kayo ni Sen Kiko! 

#PilipinasIsPink 
#IbotoNa10Pilipinas 
#LeniKikoAllTheWay https://t.co/IwO3PdfGx0<br><b>Clean</b>: mahirap daw sya paiyakin the last time she cried was when his husband died this could be tears of joy happy mothers day ipapanalo namin kayo ni sen kiko",code-switched,2022-11-18 13:24:27,Singapore,"Mahirap daw sya paiyakin. The last time she cried was when his husband died. This could be tears of joy. Happy mother’s day @lenirobredo Ipapanalo namin kayo ni Sen Kiko! 

#PilipinasIsPink 
#IbotoNa10Pilipinas 
#LeniKikoAllTheWay https://t.co/IwO3PdfGx0<br>",mahirap daw sya paiyakin the last time she cried was when his husband died this could be tears of joy happy mothers day ipapanalo namin kayo ni sen kiko,en,en,en,en
18,<b>Raw:</b> @food_blogger Famous kkm in Bukit Panjang that is a supper spot. Operates from 4am - 2:30pm.... https://t.co/dDthJBq7rN<br><b>Clean</b>: famous kkm in bukit panjang that is a supper spot operates from 4am 230pm,informal-english,2022-11-18 13:24:41,Singapore,@food_blogger Famous kkm in Bukit Panjang that is a supper spot. Operates from 4am - 2:30pm.... https://t.co/dDthJBq7rN<br>,famous kkm in bukit panjang that is a supper spot operates from 4am 230pm,en,en,en,en
19,<b>Raw:</b> @ElishBulGodley @Padsky Yup.  But it’s breakfast time so opting for roti prata.  Nothing beats hot roti and curry for breakfast.<br><b>Clean</b>: yup but its breakfast time so opting for roti prata nothing beats hot roti and curry for breakfast,informal-english,2022-11-18 13:24:45,Singapore,@ElishBulGodley @Padsky Yup.  But it’s breakfast time so opting for roti prata.  Nothing beats hot roti and curry for breakfast.<br>,yup but its breakfast time so opting for roti prata nothing beats hot roti and curry for breakfast,en,en,en,en
20,<b>Raw:</b> @gesangnurh ...dan aku termasuk orang-orang yang saleh.” (QS. Al-Munafiqun: 10).<br><b>Clean</b>: dan aku termasuk orang orang yang saleh qs al munafiqun 10,not-english,2022-11-18 13:24:54,Singapore,@gesangnurh ...dan aku termasuk orang-orang yang saleh.” (QS. Al-Munafiqun: 10).<br>,dan aku termasuk orang orang yang saleh qs al munafiqun 10,id,id,id,id
21,"<b>Raw:</b> AYYYOOOOOO !! You look like you need some Swavycustoms SO TAPN and LETS GET IT GOING!!!! 😈😈😈😈🤞🏽🤞🏽
#SWAVY @ Krusty Krab - Bikini Bottom https://t.co/BtkqaVg0VL<br><b>Clean</b>: ayyyoooooo you look like you need some swavycustoms so tapn and lets get it going krusty krab bikini bottom",informal-english,2022-11-18 13:25:06,Singapore,"AYYYOOOOOO !! You look like you need some Swavycustoms SO TAPN and LETS GET IT GOING!!!! 😈😈😈😈🤞🏽🤞🏽
#SWAVY @ Krusty Krab - Bikini Bottom https://t.co/BtkqaVg0VL<br>",ayyyoooooo you look like you need some swavycustoms so tapn and lets get it going krusty krab bikini bottom,en,en,en,af
22,"<b>Raw:</b> Yung pinaka ayaw ko sa lahat,yung sina silent treatment ako. Overthinker na nga ako gaganunin mo pa.  ❌<br><b>Clean</b>: yung pinaka ayaw ko sa lahatyung sina silent treatment ako overthinker na nga ako gaganunin mo pa",incidental-english,2022-11-18 13:25:15,Singapore,"Yung pinaka ayaw ko sa lahat,yung sina silent treatment ako. Overthinker na nga ako gaganunin mo pa.  ❌<br>",yung pinaka ayaw ko sa lahatyung sina silent treatment ako overthinker na nga ako gaganunin mo pa,tl,tl,tl,tl
23,<b>Raw:</b> @Atitty_ Absolutely. Rather rekt by slow TPS over eth gas all day!<br><b>Clean</b>: absolutely rather rekt by slow tps over eth gas all day,informal-english,2022-11-18 13:25:24,Singapore,@Atitty_ Absolutely. Rather rekt by slow TPS over eth gas all day!<br>,absolutely rather rekt by slow tps over eth gas all day,en,en,en,en
24,"<b>Raw:</b> Page 16 of 365

Hi there...
Im still here...
Like before...
But,ill use anothers atittude now.<br><b>Clean</b>: page 16 of 365 hi there im still here like before butill use anothers atittude now",informal-english,2022-11-18 13:25:43,Singapore,"Page 16 of 365

Hi there...
Im still here...
Like before...
But,ill use anothers atittude now.<br>",page 16 of 365 hi there im still here like before butill use anothers atittude now,en,en,en,en
25,"<b>Raw:</b> @mufaddal_vohra Looks like nurse ka dress lekar sponsor logos chipkadiya. Opposition will be so distracted by jersey, ek doh wkt aisey hi miljayengey #IPL2022<br><b>Clean</b>: looks like nurse ka dress lekar sponsor logos chipkadiya opposition will be so distracted by jersey ek doh wkt aisey hi miljayengey",code-switched,2022-11-18 13:25:55,Singapore,"@mufaddal_vohra Looks like nurse ka dress lekar sponsor logos chipkadiya. Opposition will be so distracted by jersey, ek doh wkt aisey hi miljayengey #IPL2022<br>",looks like nurse ka dress lekar sponsor logos chipkadiya opposition will be so distracted by jersey ek doh wkt aisey hi miljayengey,en,en,en,en
26,<b>Raw:</b> @sejoalzir Wag kang mg alala sent nmin to kay inday at ng mkita mo sagot mo<br><b>Clean</b>: wag kang mg alala sent nmin to kay inday at ng mkita mo sagot mo,not-english,2022-11-18 13:27:17,Singapore,@sejoalzir Wag kang mg alala sent nmin to kay inday at ng mkita mo sagot mo<br>,wag kang mg alala sent nmin to kay inday at ng mkita mo sagot mo,tl,tl,tl,tl
27,"<b>Raw:</b> Pag uusapan ka talaga when you’re
no longer beneficial to their life no? Buti na lang di ganyan friends ko. Relatives ko oo..🤣<br><b>Clean</b>: pag uusapan ka talaga when youre no longer beneficial to their life no buti na lang di ganyan friends ko relatives ko oo",code-switched,2022-11-18 13:27:24,Singapore,"Pag uusapan ka talaga when you’re
no longer beneficial to their life no? Buti na lang di ganyan friends ko. Relatives ko oo..🤣<br>",pag uusapan ka talaga when youre no longer beneficial to their life no buti na lang di ganyan friends ko relatives ko oo,id,en,tl,en
28,"<b>Raw:</b> and i noticed i never called my friend ""sayanggggg"" or ""thankyou sayangggg saya"" or anything manja gedik gitu 😂😂<br><b>Clean</b>: and i noticed i never called my friend sayanggggg or thankyou sayangggg saya or anything manja gedik gitu",code-switched,2022-11-18 13:27:30,Singapore,"and i noticed i never called my friend ""sayanggggg"" or ""thankyou sayangggg saya"" or anything manja gedik gitu 😂😂<br>",and i noticed i never called my friend sayanggggg or thankyou sayangggg saya or anything manja gedik gitu,en,en,tl,tl
29,<b>Raw:</b> @HamidMirPAK Wo tho Roosevelt ko apni property kerne  me Masroor hai thru Qatar<br><b>Clean</b>: wo tho roosevelt ko apni property kerne me masroor hai thru qatar,code-switched,2022-11-18 13:27:42,Singapore,@HamidMirPAK Wo tho Roosevelt ko apni property kerne  me Masroor hai thru Qatar<br>,wo tho roosevelt ko apni property kerne me masroor hai thru qatar,en,en,en,en
30,"<b>Raw:</b> Me: let us skip to the good part....
Friends: -sing- ah....ahhhhhh-ahhhh-ahhhh_!<br><b>Clean</b>: me let us skip to the good part friends sing ah ahhhhhh ahhhh ahhhh",informal-english,2022-11-18 13:27:47,Singapore,"Me: let us skip to the good part....
Friends: -sing- ah....ahhhhhh-ahhhh-ahhhh_!<br>",me let us skip to the good part friends sing ah ahhhhhh ahhhh ahhhh,en,en,en,en
31,<b>Raw:</b> Just posted a photo @ Joo Chiat Peranakan &amp; Eurasian Heritage Neighbourhood https://t.co/kO9R35O3Yl<br><b>Clean</b>: just posted a photo joo chiat peranakan and eurasian heritage neighbourhood,non-syntactic-english,2022-11-18 13:28:00,Singapore,Just posted a photo @ Joo Chiat Peranakan &amp; Eurasian Heritage Neighbourhood https://t.co/kO9R35O3Yl<br>,just posted a photo joo chiat peranakan and eurasian heritage neighbourhood,en,en,en,en
32,"<b>Raw:</b> Maipon and travel.. travel makes you realize a lot of things. It will change your perspective in life. Kadako sang kalibutan para mag stick ka sa mga wla pulos nga tao,mag cge chismis sang kabuhi sang iban. Then it motivates you to earn more,so Go out from your shell.<br><b>Clean</b>: maipon and travel travel makes you realize a lot of things it will change your perspective in life kadako sang kalibutan para mag stick ka sa mga wla pulos nga taomag cge chismis sang kabuhi sang iban then it motivates you to earn moreso go out from your shell",code-switched,2022-11-18 13:29:00,Singapore,"Maipon and travel.. travel makes you realize a lot of things. It will change your perspective in life. Kadako sang kalibutan para mag stick ka sa mga wla pulos nga tao,mag cge chismis sang kabuhi sang iban. Then it motivates you to earn more,so Go out from your shell.<br>",maipon and travel travel makes you realize a lot of things it will change your perspective in life kadako sang kalibutan para mag stick ka sa mga wla pulos nga taomag cge chismis sang kabuhi sang iban then it motivates you to earn moreso go out from your shell,en,en,tl,tl
33,"<b>Raw:</b> Faham tak, dah halfway nak sampai office, baru perasan hp tertinggal 🥺😪<br><b>Clean</b>: faham tak dah halfway nak sampai office baru perasan hp tertinggal",incidental-english,2022-11-18 13:29:07,Singapore,"Faham tak, dah halfway nak sampai office, baru perasan hp tertinggal 🥺😪<br>",faham tak dah halfway nak sampai office baru perasan hp tertinggal,id,id,id,id
34,<b>Raw:</b> Sahod day today! Pila nalang bilin japon allowance ko..🥴 it's okay I look broke Basta di broke Ang bank account ko..kahit papano.(sigh)<br><b>Clean</b>: sahod day today pila nalang bilin japon allowance ko its okay i look broke basta di broke ang bank account ko kahit papano sigh,code-switched,2022-11-18 13:29:18,Singapore,Sahod day today! Pila nalang bilin japon allowance ko..🥴 it's okay I look broke Basta di broke Ang bank account ko..kahit papano.(sigh)<br>,sahod day today pila nalang bilin japon allowance ko its okay i look broke basta di broke ang bank account ko kahit papano sigh,id,tl,tl,tl
35,"<b>Raw:</b> Try to listen BAZINGA while tweeting. U can feel your thumb kicking ahahhaa

BAZINGA 4M VIEWS
@SB19Official #SB19
#SB19Bazinga4MViews 

Stream #Bazinga_SB19<br><b>Clean</b>: try to listen bazinga while tweeting u can feel your thumb kicking ahahhaa bazinga 4m views stream",informal-english,2022-11-18 13:29:32,Singapore,"Try to listen BAZINGA while tweeting. U can feel your thumb kicking ahahhaa

BAZINGA 4M VIEWS
@SB19Official #SB19
#SB19Bazinga4MViews 

Stream #Bazinga_SB19<br>",try to listen bazinga while tweeting u can feel your thumb kicking ahahhaa bazinga 4m views stream,en,en,en,en
36,"<b>Raw:</b> Kabudlay mag budget,wala pako ka audit sang mga expenses ko this month. Over spending ba ko?<br><b>Clean</b>: kabudlay mag budgetwala pako ka audit sang mga expenses ko this month over spending ba ko",incidental-english,2022-11-18 13:29:45,Singapore,"Kabudlay mag budget,wala pako ka audit sang mga expenses ko this month. Over spending ba ko?<br>",kabudlay mag budgetwala pako ka audit sang mga expenses ko this month over spending ba ko,en,en,tl,tl
37,<b>Raw:</b> NASA 38 na Ang rate .hope mag taas pa.. kaluy an. Tag 800$ tani maipon ko a month bah..kung di lang gasto gid..sa load palang abi wla na.<br><b>Clean</b>: nasa 38 na ang rate hope mag taas pa kaluy an tag 800 tani maipon ko a month bah kung di lang gasto gid sa load palang abi wla na,not-english,2022-11-18 13:29:49,Singapore,NASA 38 na Ang rate .hope mag taas pa.. kaluy an. Tag 800$ tani maipon ko a month bah..kung di lang gasto gid..sa load palang abi wla na.<br>,nasa 38 na ang rate hope mag taas pa kaluy an tag 800 tani maipon ko a month bah kung di lang gasto gid sa load palang abi wla na,tl,tl,tl,tl
38,<b>Raw:</b> I heard “kurotul qodam FIFA” from stadium announcer lollll and that’s all I can understand<br><b>Clean</b>: i heard kurotul qodam fifa from stadium announcer lollll and thats all i can understand,code-switched,2022-11-18 13:31:19,Singapore,I heard “kurotul qodam FIFA” from stadium announcer lollll and that’s all I can understand<br>,i heard kurotul qodam fifa from stadium announcer lollll and thats all i can understand,en,en,en,en
39,"<b>Raw:</b> Kahit papano, na excite din ako kunin mamaya ang glasses ko. A little gift for myself.<br><b>Clean</b>: kahit papano na excite din ako kunin mamaya ang glasses ko a little gift for myself",code-switched,2022-11-18 13:31:24,Singapore,"Kahit papano, na excite din ako kunin mamaya ang glasses ko. A little gift for myself.<br>",kahit papano na excite din ako kunin mamaya ang glasses ko a little gift for myself,tl,tl,tl,tl
40,"<b>Raw:</b> Heyy, nak transfer solvent pon problem.. abb problem, pump probelm, alarm x boleh acknowledge 🥴<br><b>Clean</b>: heyy nak transfer solvent pon problem abb problem pump probelm alarm x boleh acknowledge",incidental-english,2022-11-18 13:31:38,Singapore,"Heyy, nak transfer solvent pon problem.. abb problem, pump probelm, alarm x boleh acknowledge 🥴<br>",heyy nak transfer solvent pon problem abb problem pump probelm alarm x boleh acknowledge,en,en,en,en
41,<b>Raw:</b> WOY JOHNNY LIVE IG 41 MENIT YANG LALU DAN W KETINGGALAN<br><b>Clean</b>: woy johnny live ig 41 menit yang lalu dan w ketinggalan,not-english,2022-11-18 13:33:27,Singapore,WOY JOHNNY LIVE IG 41 MENIT YANG LALU DAN W KETINGGALAN<br>,woy johnny live ig 41 menit yang lalu dan w ketinggalan,en,id,so,id
42,"<b>Raw:</b> We don't know how much time we have.. 
a short time may come... 
Let's make good moments together..
Satu hal yang perlu di ketahui...
Aku tidak pernah menyesal sekalipun dalam hidup ini,mengenal KAlian seMUa.<br><b>Clean</b>: we dont know how much time we have a short time may come lets make good moments together satu hal yang perlu di ketahui aku tidak pernah menyesal sekalipun dalam hidup inimengenal kalian semua",code-switched,2022-11-18 13:33:49,Singapore,"We don't know how much time we have.. 
a short time may come... 
Let's make good moments together..
Satu hal yang perlu di ketahui...
Aku tidak pernah menyesal sekalipun dalam hidup ini,mengenal KAlian seMUa.<br>",we dont know how much time we have a short time may come lets make good moments together satu hal yang perlu di ketahui aku tidak pernah menyesal sekalipun dalam hidup inimengenal kalian semua,id,id,id,id
43,"<b>Raw:</b> So, utk 1st day di Temasek, meols terjah:
1️⃣Gardens By The Bay
2️⃣Sands Sky Park
3️⃣Muzeum of Ice Cream
4️⃣Kampong Gelam
5️⃣Merlion Park<br><b>Clean</b>: so utk 1st day di temasek meols terjah 1gardens by the bay 2sands sky park 3muzeum of ice cream 4kampong gelam 5merlion park",incidental-english,2022-11-18 13:34:42,Singapore,"So, utk 1st day di Temasek, meols terjah:
1️⃣Gardens By The Bay
2️⃣Sands Sky Park
3️⃣Muzeum of Ice Cream
4️⃣Kampong Gelam
5️⃣Merlion Park<br>",so utk 1st day di temasek meols terjah 1gardens by the bay 2sands sky park 3muzeum of ice cream 4kampong gelam 5merlion park,la,en,en,en
44,<b>Raw:</b> Ayaw ni inday sa RO-SA PO🤣🤣 nag salita na xa about jan wag bobo<br><b>Clean</b>: ayaw ni inday sa ro sa po nag salita na xa about jan wag bobo,not-english,2022-11-18 13:34:45,Singapore,Ayaw ni inday sa RO-SA PO🤣🤣 nag salita na xa about jan wag bobo<br>,ayaw ni inday sa ro sa po nag salita na xa about jan wag bobo,tl,tl,tl,tl
45,<b>Raw:</b> Kung Ara ko ni sa Balay..nmi magkape kag yosi while ga pa sounds bah..Lalo na may videokihan na .<br><b>Clean</b>: kung ara ko ni sa balay nmi magkape kag yosi while ga pa sounds bah lalo na may videokihan na,incidental-english,2022-11-18 13:34:57,Singapore,Kung Ara ko ni sa Balay..nmi magkape kag yosi while ga pa sounds bah..Lalo na may videokihan na .<br>,kung ara ko ni sa balay nmi magkape kag yosi while ga pa sounds bah lalo na may videokihan na,tl,tl,tl,tl
46,<b>Raw:</b> What if pag Bugtaw ko sa pinas na ko..😁 haysss I miss home! https://t.co/xGNUCc0Tzh<br><b>Clean</b>: what if pag bugtaw ko sa pinas na ko haysss i miss home,code-switched,2022-11-18 13:35:05,Singapore,What if pag Bugtaw ko sa pinas na ko..😁 haysss I miss home! https://t.co/xGNUCc0Tzh<br>,what if pag bugtaw ko sa pinas na ko haysss i miss home,tl,tl,tl,tl
47,"<b>Raw:</b> Search ✍ typing ""chelsea transfer"". Since 011221 until 100122. Everything that pops up merely the rumours
 or chelsea players end contract 😞<br><b>Clean</b>: search typing chelsea transfer since 011221 until 100122 everythingthatpops upmerelythe rumours or chelsea players end contract",informal-english,2022-11-18 13:37:29,Singapore,"Search ✍ typing ""chelsea transfer"". Since 011221 until 100122. Everything that pops up merely the rumours
 or chelsea players end contract 😞<br>",search typing chelsea transfer since 011221 until 100122 everythingthatpops upmerelythe rumours or chelsea players end contract,en,en,en,en
48,"<b>Raw:</b> Lord ipalayo ko sa mga tao ,Bagay, situations nga di ko man kontrolado. Kay no matter how I try to keep them. Kadali lang man sa ila madula sakon. 🥺🙏<br><b>Clean</b>: lord ipalayo ko sa mga tao bagay situations nga di ko man kontrolado kay no matter how i try to keep them kadali lang man sa ila madula sakon",code-switched,2022-11-18 13:37:34,Singapore,"Lord ipalayo ko sa mga tao ,Bagay, situations nga di ko man kontrolado. Kay no matter how I try to keep them. Kadali lang man sa ila madula sakon. 🥺🙏<br>",lord ipalayo ko sa mga tao bagay situations nga di ko man kontrolado kay no matter how i try to keep them kadali lang man sa ila madula sakon,tl,tl,tl,tl
49,"<b>Raw:</b> If last year dark blue , this year i sama dengan u . 

Jadi x pantun ? Hahah<br><b>Clean</b>: if last year dark blue this year i sama dengan u jadi x pantun hahah",code-switched,2022-11-18 13:37:44,Singapore,"If last year dark blue , this year i sama dengan u . 

Jadi x pantun ? Hahah<br>",if last year dark blue this year i sama dengan u jadi x pantun hahah,ms,ms,id,id
50,<b>Raw:</b> Keep those friends who supported you completely even you had no money nor title. Wag tayo  dun  sa andyan lang pag  puro lang saya. Nawawala pag ikaw yung nangangailangan.<br><b>Clean</b>: keep those friends who supported you completely even you had no money nor title wag tayo dun sa andyan lang pag puro lang saya nawawala pag ikaw yung nangangailangan,code-switched,2022-11-18 13:38:05,Singapore,Keep those friends who supported you completely even you had no money nor title. Wag tayo  dun  sa andyan lang pag  puro lang saya. Nawawala pag ikaw yung nangangailangan.<br>,keep those friends who supported you completely even you had no money nor title wag tayo dun sa andyan lang pag puro lang saya nawawala pag ikaw yung nangangailangan,tl,tl,tl,tl
