,annotate_text,label,annotated_at,geo_tag,raw_text,clean_text,langid_raw,langid_clean,spacy_raw,spacy_clean
10,"<b>Raw:</b> Alhaji ba nantwie wo fie, ne papa wo nantwie wo fie 🎶<br><b>Clean</b>: alhaji ba nantwie wo fie ne papa wo nantwie wo fie",not-english,2022-12-12 09:36:42,Accra,"Alhaji ba nantwie wo fie, ne papa wo nantwie wo fie 🎶<br>",alhaji ba nantwie wo fie ne papa wo nantwie wo fie,af,af,pl,pl
11,<b>Raw:</b> Don't burden anyone's daughter.<br><b>Clean</b>: dont burden anyones daughter,syntactic-english,2022-12-12 09:37:40,Accra,Don't burden anyone's daughter.<br>,dont burden anyones daughter,en,en,en,nl
12,<b>Raw:</b> @_aakolly you fool keke 😂😂😂  you for continue the Naija pidgin<br><b>Clean</b>: you fool keke you for continue the naija pidgin,informal-english,2022-12-12 09:37:50,Accra,@_aakolly you fool keke 😂😂😂  you for continue the Naija pidgin<br>,you fool keke you for continue the naija pidgin,en,en,en,en
13,<b>Raw:</b> @DrKevWoodz For real bro cc @kaphuyi<br><b>Clean</b>: for real bro cc,non-syntactic-english,2022-12-12 09:38:08,Accra,@DrKevWoodz For real bro cc @kaphuyi<br>,for real bro cc,lv,it,en,pt
14,<b>Raw:</b> @AsabereRoland 🤣🤣dansoman be accra DC<br><b>Clean</b>: dansoman be accra dc,informal-english,2022-12-12 09:38:18,Accra,@AsabereRoland 🤣🤣dansoman be accra DC<br>,dansoman be accra dc,en,en,en,it
15,<b>Raw:</b> Buh chale the inter Milan goal dey bee oo<br><b>Clean</b>: buh chale the inter milan goal dey bee oo,informal-english,2022-12-12 09:38:24,Accra,Buh chale the inter Milan goal dey bee oo<br>,buh chale the inter milan goal dey bee oo,en,en,en,en
16,<b>Raw:</b> So this explosion dier no pastor see am? Nyame bɛtua mo ka paa mo<br><b>Clean</b>: so this explosion dier no pastor see am nyame btua mo ka paa mo,code-switched,2022-12-12 09:38:41,Accra,So this explosion dier no pastor see am? Nyame bɛtua mo ka paa mo<br>,so this explosion dier no pastor see am nyame btua mo ka paa mo,en,en,pt,en
17,<b>Raw:</b> Let me watch Eternals<br><b>Clean</b>: let me watch eternals,syntactic-english,2022-12-12 09:38:49,Accra,Let me watch Eternals<br>,let me watch eternals,en,en,en,nl
18,"<b>Raw:</b> do your thang lil mama 
do your thang 
🔂<br><b>Clean</b>: do your thang lil mama do your thang",informal-english,2022-12-12 09:38:54,Accra,"do your thang lil mama 
do your thang 
🔂<br>",do your thang lil mama do your thang,en,en,tl,tl
19,<b>Raw:</b> @jeremyb___ You dey taya me🤣🤣🤣<br><b>Clean</b>: you dey taya me,informal-english,2022-12-12 09:39:05,Accra,@jeremyb___ You dey taya me🤣🤣🤣<br>,you dey taya me,qu,id,so,so
20,<b>Raw:</b> @ghanayesu_ Your face like zorzor 😂<br><b>Clean</b>: your face like zorzor,code-switched,2022-12-12 09:39:14,Accra,@ghanayesu_ Your face like zorzor 😂<br>,your face like zorzor,pl,pl,tr,pl
21,<b>Raw:</b> Focalis where you dy?<br><b>Clean</b>: focalis where you dy,informal-english,2022-12-12 09:39:25,Accra,Focalis where you dy?<br>,focalis where you dy,en,en,en,en
22,<b>Raw:</b> @Founda__ Abi u shy? U know coaching pass Anchelotti?<br><b>Clean</b>: abi u shy u know coaching pass anchelotti,informal-english,2022-12-12 09:39:30,Accra,@Founda__ Abi u shy? U know coaching pass Anchelotti?<br>,abi u shy u know coaching pass anchelotti,en,en,en,en
23,<b>Raw:</b> @Edwin_Odoi Ah she be kayayo?<br><b>Clean</b>: ah she be kayayo,code-switched,2022-12-12 09:39:35,Accra,@Edwin_Odoi Ah she be kayayo?<br>,ah she be kayayo,en,en,so,so
24,<b>Raw:</b> @akweci_dherrick @lydiaforson Yhh made a point<br><b>Clean</b>: yhh made a point,informal-english,2022-12-12 09:39:40,Accra,@akweci_dherrick @lydiaforson Yhh made a point<br>,yhh made a point,en,en,en,pt
25,<b>Raw:</b> @QABoahene @edudzi_ Nice cool greys bro<br><b>Clean</b>: nice cool greys bro,informal-english,2022-12-12 09:39:54,Accra,@QABoahene @edudzi_ Nice cool greys bro<br>,nice cool greys bro,et,en,en,en
26,<b>Raw:</b> @ElizhaOfficial @_Compton101 @1_cabilla @okt_ranking30 @Aluta_shaban94 @TeamElizha Screensaver of the year. ❤️🔥<br><b>Clean</b>: screensaver of the year,non-syntactic-english,2022-12-12 09:40:08,Accra,@ElizhaOfficial @_Compton101 @1_cabilla @okt_ranking30 @Aluta_shaban94 @TeamElizha Screensaver of the year. ❤️🔥<br>,screensaver of the year,en,en,en,en
27,<b>Raw:</b> 😂😂😂😂😂😂 Karmah dey kill me 😂😂😂<br><b>Clean</b>: karmah dey kill me,informal-english,2022-12-12 09:41:34,Accra,😂😂😂😂😂😂 Karmah dey kill me 😂😂😂<br>,karmah dey kill me,en,en,tr,so
28,<b>Raw:</b> I need jollof now 😔😔😔<br><b>Clean</b>: i need jollof now,syntactic-english,2022-12-12 09:41:39,Accra,I need jollof now 😔😔😔<br>,i need jollof now,en,en,en,en
29,<b>Raw:</b> @hex_two @hxmza27 @RalfBall_ @ManUnitedZone_ Saw it too Juventus<br><b>Clean</b>: saw it too juventus,non-syntactic-english,2022-12-12 09:41:52,Accra,@hex_two @hxmza27 @RalfBall_ @ManUnitedZone_ Saw it too Juventus<br>,saw it too juventus,en,en,en,fi
30,<b>Raw:</b> @justmagnus_ @i____virgo Yh am fine you 🥰<br><b>Clean</b>: yh am fine you,non-syntactic-english,2022-12-12 09:42:15,Accra,@justmagnus_ @i____virgo Yh am fine you 🥰<br>,yh am fine you,la,cy,lt,cy
31,<b>Raw:</b> @UberFacts Mufasa be chasing after Simba all the damn time 🤦🏾‍♂️<br><b>Clean</b>: mufasa be chasing after simba all the damn time,non-syntactic-english,2022-12-12 09:42:25,Accra,@UberFacts Mufasa be chasing after Simba all the damn time 🤦🏾‍♂️<br>,mufasa be chasing after simba all the damn time,la,en,en,en
32,"<b>Raw:</b> @Dennis_fairboi Nope, peace is overrated.<br><b>Clean</b>: nope peace is overrated",syntactic-english,2022-12-12 09:42:47,Accra,"@Dennis_fairboi Nope, peace is overrated.<br>",nope peace is overrated,en,en,en,en
33,<b>Raw:</b> French Montana listen to Doyin with your accent bro  #BBNaija<br><b>Clean</b>: french montana listen to doyin with your accent bro,syntactic-english,2022-12-12 09:42:58,Accra,French Montana listen to Doyin with your accent bro  #BBNaija<br>,french montana listen to doyin with your accent bro,en,en,en,en
34,<b>Raw:</b> @aboagyewaa__ Something you're capable of<br><b>Clean</b>: something youre capable of,non-syntactic-english,2022-12-12 09:43:17,Accra,@aboagyewaa__ Something you're capable of<br>,something youre capable of,en,en,en,en
35,<b>Raw:</b> @bizzlekay @EhuOfficial Oh im okay ei<br><b>Clean</b>: oh im okay ei,informal-english,2022-12-12 09:43:21,Accra,@bizzlekay @EhuOfficial Oh im okay ei<br>,oh im okay ei,en,de,tr,de
36,<b>Raw:</b> @homebargains Wat do u guys take us 4? U make us waste our tym and crte acnt on ur plt4m in other 2 access ur emplymnt aplcation😥waste our tym 2 fill in 2 details evry part of ur aplcation questn😢n later tell de persn they don't meet eligibility😭wat is dat? R u only tryn to make fun of us😭<br><b>Clean</b>: wat do u guys take us 4 u make us waste our tym and crte acnt on ur plt4m in other 2 access ur emplymnt aplcationwaste our tym 2 fill in 2 details evry part of ur aplcation questnn later tell de persn they dont meet eligibilitywat is dat r u only tryn to make fun of us,informal-english,2022-12-12 09:43:33,Accra,@homebargains Wat do u guys take us 4? U make us waste our tym and crte acnt on ur plt4m in other 2 access ur emplymnt aplcation😥waste our tym 2 fill in 2 details evry part of ur aplcation questn😢n later tell de persn they don't meet eligibility😭wat is dat? R u only tryn to make fun of us😭<br>,wat do u guys take us 4 u make us waste our tym and crte acnt on ur plt4m in other 2 access ur emplymnt aplcationwaste our tym 2 fill in 2 details evry part of ur aplcation questnn later tell de persn they dont meet eligibilitywat is dat r u only tryn to make fun of us,en,en,en,en
37,<b>Raw:</b> @WhoIsDeydzi @afrotaku__ I do o. Cydm<br><b>Clean</b>: i do o cydm,informal-english,2022-12-12 09:43:42,Accra,@WhoIsDeydzi @afrotaku__ I do o. Cydm<br>,i do o cydm,pl,pt,cy,cy
38,"<b>Raw:</b> @IlaBappa Physics-defying badassery 😂
Sure it never happened.<br><b>Clean</b>: physics defying badassery sure it never happened",informal-english,2022-12-12 09:43:59,Accra,"@IlaBappa Physics-defying badassery 😂
Sure it never happened.<br>",physics defying badassery sure it never happened,en,en,en,en
39,<b>Raw:</b> She smells great 😍 &gt;&gt;&gt;&gt;&gt;&gt;<br><b>Clean</b>: she smells great gtgtgtgtgtgt,syntactic-english,2022-12-12 09:44:13,Accra,She smells great 😍 &gt;&gt;&gt;&gt;&gt;&gt;<br>,she smells great gtgtgtgtgtgt,en,en,da,sv
40,<b>Raw:</b> @Anita__Akuffo Hmmm Sister Anita nie 😂😂😂😅🤭💔<br><b>Clean</b>: hmmm sister anita nie,code-switched,2022-12-12 09:44:18,Accra,@Anita__Akuffo Hmmm Sister Anita nie 😂😂😂😅🤭💔<br>,hmmm sister anita nie,lb,de,de,fi
41,<b>Raw:</b> @asi_renie I got u Asi💐<br><b>Clean</b>: i got u asi,informal-english,2022-12-12 09:44:40,Accra,@asi_renie I got u Asi💐<br>,i got u asi,pl,es,af,hr
42,<b>Raw:</b> I ll send the mixtape to the IGP himself…..inshallah<br><b>Clean</b>: i ll send the mixtape to the igp himself inshallah,non-syntactic-english,2022-12-12 09:44:48,Accra,I ll send the mixtape to the IGP himself…..inshallah<br>,i ll send the mixtape to the igp himself inshallah,en,en,en,en
43,"<b>Raw:</b> By now, that useless Abronye DC is having properties in Sunyani. NPP Never again.<br><b>Clean</b>: by now that useless abronye dc is having properties in sunyani npp never again",non-syntactic-english,2022-12-12 09:45:22,Accra,"By now, that useless Abronye DC is having properties in Sunyani. NPP Never again.<br>",by now that useless abronye dc is having properties in sunyani npp never again,en,en,en,en
44,<b>Raw:</b> @adabs_creecy @_Stevemensa @_leghacy Hmm me? Hmm mati<br><b>Clean</b>: hmm me hmm mati,code-switched,2022-12-12 09:45:29,Accra,@adabs_creecy @_Stevemensa @_leghacy Hmm me? Hmm mati<br>,hmm me hmm mati,et,mt,en,sq
45,<b>Raw:</b> @_Abdulkarim_10 @AnnanPerry NPP lost one MP. Hon. Ebenezer Kumi or so<br><b>Clean</b>: npp lost one mp hon ebenezer kumi or so,syntactic-english,2022-12-12 09:45:40,Accra,@_Abdulkarim_10 @AnnanPerry NPP lost one MP. Hon. Ebenezer Kumi or so<br>,npp lost one mp hon ebenezer kumi or so,en,br,de,et
46,<b>Raw:</b> @gyaigyimii Waaake up.. Ma gee😂😂<br><b>Clean</b>: waaake up ma gee,informal-english,2022-12-12 09:45:47,Accra,@gyaigyimii Waaake up.. Ma gee😂😂<br>,waaake up ma gee,nl,en,so,so
47,<b>Raw:</b> Ei this man paa. What does he mean?<br><b>Clean</b>: ei this man paa what does he mean,code-switched,2022-12-12 09:46:02,Accra,Ei this man paa. What does he mean?<br>,ei this man paa what does he mean,en,en,en,en
48,"<b>Raw:</b> @Mr_Sesah I'm recommending @NanaBoakye__ for you. Infact, Nana Boakye Yiadom Dankwa Ababio is a true replica of you Mr. President.<br><b>Clean</b>: im recommending for you infact nana boakye yiadom dankwa ababio is a true replica of you mr president",syntactic-english,2022-12-12 09:46:11,Accra,"@Mr_Sesah I'm recommending @NanaBoakye__ for you. Infact, Nana Boakye Yiadom Dankwa Ababio is a true replica of you Mr. President.<br>",im recommending for you infact nana boakye yiadom dankwa ababio is a true replica of you mr president,en,en,en,en
49,<b>Raw:</b> @TurksonSA @kdannso Herh I tear o🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣<br><b>Clean</b>: herh i tear o,code-switched,2022-12-12 09:46:22,Accra,@TurksonSA @kdannso Herh I tear o🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣<br>,herh i tear o,mr,en,sv,en
50,"<b>Raw:</b> @Muftawu_Nabila Bcus his elder bro is not part and i,Ghana 🇬🇭 don't care<br><b>Clean</b>: bcus his elder bro is not part and ighana dont care",informal-english,2022-12-12 09:46:26,Accra,"@Muftawu_Nabila Bcus his elder bro is not part and i,Ghana 🇬🇭 don't care<br>",bcus his elder bro is not part and ighana dont care,en,en,en,en
51,<b>Raw:</b> @richie_alone So so intimidating soor<br><b>Clean</b>: so so intimidating soor,code-switched,2022-12-12 09:46:39,Accra,@richie_alone So so intimidating soor<br>,so so intimidating soor,it,it,it,it
52,<b>Raw:</b> Herh so r2bees then KP no go come? Ei🤣🤣<br><b>Clean</b>: herh so r2bees then kp no go come ei,code-switched,2022-12-12 09:46:51,Accra,Herh so r2bees then KP no go come? Ei🤣🤣<br>,herh so r2bees then kp no go come ei,en,en,en,en
53,"<b>Raw:</b> @CryptonIke Herh 😂😂😂😂
You need salvation<br><b>Clean</b>: herh you need salvation",code-switched,2022-12-12 09:46:56,Accra,"@CryptonIke Herh 😂😂😂😂
You need salvation<br>",herh you need salvation,id,id,en,en
54,<b>Raw:</b> @Austin_claries You dey force momm<br><b>Clean</b>: you dey force momm,code-switched,2022-12-12 09:47:00,Accra,@Austin_claries You dey force momm<br>,you dey force momm,es,fr,en,fr
55,<b>Raw:</b> @BraRein @Zeinat_Issahak My money oh yoo<br><b>Clean</b>: my money oh yoo,code-switched,2022-12-12 09:47:10,Accra,@BraRein @Zeinat_Issahak My money oh yoo<br>,my money oh yoo,de,en,en,cy
56,<b>Raw:</b> Chichi is hurt ankasa  #BBNaija<br><b>Clean</b>: chichi is hurt ankasa,code-switched,2022-12-12 09:47:18,Accra,Chichi is hurt ankasa  #BBNaija<br>,chichi is hurt ankasa,en,en,sw,en
57,<b>Raw:</b> Boi…Rich men exes 😂😂😂😂😂<br><b>Clean</b>: boi rich men exes,code-switched,2022-12-12 09:47:29,Accra,Boi…Rich men exes 😂😂😂😂😂<br>,boi rich men exes,de,de,sv,sv
58,"<b>Raw:</b> @gyaigyimii @ELgh_  guy can rap 
Herhhhhh<br><b>Clean</b>: guy can rap herhhhhh",code-switched,2022-12-12 09:47:33,Accra,"@gyaigyimii @ELgh_  guy can rap 
Herhhhhh<br>",guy can rap herhhhhh,en,en,cy,cy
59,<b>Raw:</b> @thenanaaba If Ga komi nuh tastes good kraaa ....it pass fante kenkey<br><b>Clean</b>: if ga komi nuh tastes good kraaa it pass fante kenkey,code-switched,2022-12-12 09:47:44,Accra,@thenanaaba If Ga komi nuh tastes good kraaa ....it pass fante kenkey<br>,if ga komi nuh tastes good kraaa it pass fante kenkey,et,ms,et,et
60,<b>Raw:</b> @curl_vinII Chale outside foot oo. 😭<br><b>Clean</b>: chale outside foot oo,informal-english,2022-12-12 09:47:49,Accra,@curl_vinII Chale outside foot oo. 😭<br>,chale outside foot oo,et,et,en,fr
61,<b>Raw:</b> @BenopaOnyx1 @gyaigyimii You’re mean😭… leave there 😩😂<br><b>Clean</b>: youre mean leave there,non-syntactic-english,2022-12-12 09:48:06,Accra,@BenopaOnyx1 @gyaigyimii You’re mean😭… leave there 😩😂<br>,youre mean leave there,en,en,en,en
62,<b>Raw:</b> @AsanteKotokoSu1 @HeartsOfOakGH ur village club that shits in the bush.... siaaa to mu team fooo sɛɛ borla... kakabo fc with aboboyaa branding<br><b>Clean</b>: ur village club that shits in the bush siaaa to mu team fooo s borla kakabo fc with aboboyaa branding,code-switched,2022-12-12 09:48:12,Accra,@AsanteKotokoSu1 @HeartsOfOakGH ur village club that shits in the bush.... siaaa to mu team fooo sɛɛ borla... kakabo fc with aboboyaa branding<br>,ur village club that shits in the bush siaaa to mu team fooo s borla kakabo fc with aboboyaa branding,en,en,en,en
63,<b>Raw:</b> SZA making my night💕<br><b>Clean</b>: sza making my night,non-syntactic-english,2022-12-12 09:48:21,Accra,SZA making my night💕<br>,sza making my night,he,hu,tl,sw
64,<b>Raw:</b> @_owurakuampofo @kojoantwiba Kaaii enemy dey lie<br><b>Clean</b>: kaaii enemy dey lie,code-switched,2022-12-12 09:48:28,Accra,@_owurakuampofo @kojoantwiba Kaaii enemy dey lie<br>,kaaii enemy dey lie,de,fi,pl,fi
65,<b>Raw:</b> @AchiaaMusic ICGC Open Heavens Temple...<br><b>Clean</b>: icgc open heavens temple,non-syntactic-english,2022-12-12 09:48:36,Accra,@AchiaaMusic ICGC Open Heavens Temple...<br>,icgc open heavens temple,en,nl,en,nl
66,<b>Raw:</b> @TravisMorgan07 i see just now chale. hm ebi sad.<br><b>Clean</b>: i see just now chale hm ebi sad,code-switched,2022-12-12 09:48:45,Accra,@TravisMorgan07 i see just now chale. hm ebi sad.<br>,i see just now chale hm ebi sad,en,en,en,et
67,<b>Raw:</b> @tv3daterush wossop u pple dey play anaa ah agoro b3n nono  this is a national platform this is not suppose to happen #DateRush<br><b>Clean</b>: wossop u pple dey play anaa ah agoro b3n nono this is a national platform this is not suppose to happen,code-switched,2022-12-12 09:48:53,Accra,@tv3daterush wossop u pple dey play anaa ah agoro b3n nono  this is a national platform this is not suppose to happen #DateRush<br>,wossop u pple dey play anaa ah agoro b3n nono this is a national platform this is not suppose to happen,en,en,en,en
68,<b>Raw:</b> @ftblzone_ Y'all exclude Memphis lmao<br><b>Clean</b>: yall exclude memphis lmao,informal-english,2022-12-12 09:48:58,Accra,@ftblzone_ Y'all exclude Memphis lmao<br>,yall exclude memphis lmao,en,en,en,fr
69,<b>Raw:</b> @ChelseaOkyeame @Kwame__Deuces @gyaigyimii Naaa dis niqqa don’t understand “pedestrian” please forgive him😹😹😹😹<br><b>Clean</b>: naaa dis niqqa dont understand pedestrian please forgive him,informal-english,2022-12-12 09:49:11,Accra,@ChelseaOkyeame @Kwame__Deuces @gyaigyimii Naaa dis niqqa don’t understand “pedestrian” please forgive him😹😹😹😹<br>,naaa dis niqqa dont understand pedestrian please forgive him,en,en,en,en
70,<b>Raw:</b> @NAkufoAddo This is useless @NAkufoAddo NSS alawa koraaa you can't pay.#NPPMUSTFALL<br><b>Clean</b>: this is useless nss alawa koraaa you cant pay,code-switched,2022-12-12 09:49:21,Accra,@NAkufoAddo This is useless @NAkufoAddo NSS alawa koraaa you can't pay.#NPPMUSTFALL<br>,this is useless nss alawa koraaa you cant pay,en,en,so,en
71,<b>Raw:</b> How is indomie trending?? 🌝<br><b>Clean</b>: how is indomie trending,syntactic-english,2022-12-12 09:49:42,Accra,How is indomie trending?? 🌝<br>,how is indomie trending,en,en,af,af
72,<b>Raw:</b> @__kofiyeboah masa you cannot be tensing we the equatorial niccas 🥵<br><b>Clean</b>: masa you cannot be tensing we the equatorial niccas,code-switched,2022-12-12 09:51:20,Accra,@__kofiyeboah masa you cannot be tensing we the equatorial niccas 🥵<br>,masa you cannot be tensing we the equatorial niccas,en,en,en,en
73,<b>Raw:</b> Naa! Bro why you dey be so? Ei..<br><b>Clean</b>: naa bro why you dey be so ei,code-switched,2022-12-12 09:51:28,Accra,Naa! Bro why you dey be so? Ei..<br>,naa bro why you dey be so ei,en,en,en,so
74,<b>Raw:</b> Allyssa is the problem<br><b>Clean</b>: allyssa is the problem,syntactic-english,2022-12-12 09:51:35,Accra,Allyssa is the problem<br>,allyssa is the problem,en,en,en,en
0,<b>Raw:</b> @ghanayesu_ So is it still Ghana Yesu that oooor<br><b>Clean</b>: so is it still ghana yesu that oooor,code-switched,2022-12-12 09:56:30,Accra,@ghanayesu_ So is it still Ghana Yesu that oooor<br>,so is it still ghana yesu that oooor,en,en,en,en
1,<b>Raw:</b> @Benedytte Pappy dey 🏃‍♂️🏃‍♂️lyk dog😂😂<br><b>Clean</b>: pappy dey lyk dog,informal-english,2022-12-12 09:56:38,Accra,@Benedytte Pappy dey 🏃‍♂️🏃‍♂️lyk dog😂😂<br>,pappy dey lyk dog,qu,da,no,af
2,<b>Raw:</b> @leslie_kkay @oreonwarmmilkk Chale for Nurses demma postings de3 Opana force oo...the backlog was serious. lol<br><b>Clean</b>: chale for nurses demma postings de3 opana force oo the backlog was serious lol,code-switched,2022-12-12 09:56:44,Accra,@leslie_kkay @oreonwarmmilkk Chale for Nurses demma postings de3 Opana force oo...the backlog was serious. lol<br>,chale for nurses demma postings de3 opana force oo the backlog was serious lol,en,en,en,en
3,<b>Raw:</b> Naeto C listening nicely<br><b>Clean</b>: naeto c listening nicely,non-syntactic-english,2022-12-12 09:57:04,Accra,Naeto C listening nicely<br>,naeto c listening nicely,en,en,en,en
4,"<b>Raw:</b> @yo_niq Locus, DL Q33 mad XPR 50<br><b>Clean</b>: locus dl q33 mad xpr 50",non-syntactic-english,2022-12-12 09:57:20,Accra,"@yo_niq Locus, DL Q33 mad XPR 50<br>",locus dl q33 mad xpr 50,fr,fr,so,es
5,"<b>Raw:</b> @AdusiPoku86 @GeorgeAnagli @_minister_Isaac @Opresii If Ronaldo plays in the UEL and Messi plays in the UCL till they retire,Messi will never win 5 UCL trophies 😌🤝<br><b>Clean</b>: if ronaldo plays in the uel and messi plays in the ucl till they retiremessi will never win 5 ucl trophies",non-syntactic-english,2022-12-12 09:57:40,Accra,"@AdusiPoku86 @GeorgeAnagli @_minister_Isaac @Opresii If Ronaldo plays in the UEL and Messi plays in the UCL till they retire,Messi will never win 5 UCL trophies 😌🤝<br>",if ronaldo plays in the uel and messi plays in the ucl till they retiremessi will never win 5 ucl trophies,en,en,en,en
6,<b>Raw:</b> Y’all be soo fine 😮‍💨😮‍💨😮‍💨<br><b>Clean</b>: yall be soo fine,non-syntactic-english,2022-12-12 09:58:49,Accra,Y’all be soo fine 😮‍💨😮‍💨😮‍💨<br>,yall be soo fine,ta,en,en,so
7,<b>Raw:</b> @selasi_klutse E be serious oooo<br><b>Clean</b>: e be serious oooo,informal-english,2022-12-12 09:59:44,Accra,@selasi_klutse E be serious oooo<br>,e be serious oooo,en,en,et,af
8,<b>Raw:</b> @PMLEGEND P dot Miz Man 🤌🏿<br><b>Clean</b>: p dot miz man,incidental-english,2022-12-12 09:59:58,Accra,@PMLEGEND P dot Miz Man 🤌🏿<br>,p dot miz man,sl,sl,sl,sl
9,<b>Raw:</b> @Zillah_This Relax. Ebe ceiling fan 💀😀<br><b>Clean</b>: relax ebe ceiling fan,code-switched,2022-12-12 10:20:36,Accra,@Zillah_This Relax. Ebe ceiling fan 💀😀<br>,relax ebe ceiling fan,en,de,en,ro
10,<b>Raw:</b> @Opresii When oyibo chop you<br><b>Clean</b>: when oyibo chop you,code-switched,2022-12-12 10:20:54,Accra,@Opresii When oyibo chop you<br>,when oyibo chop you,en,en,en,en
11,<b>Raw:</b> @__effah @Kwaku____ She say like Captan and Addi Sef for step in 😭😭😭😭<br><b>Clean</b>: she say like captan and addi sef for step in,informal-english,2022-12-12 11:35:43,Accra,@__effah @Kwaku____ She say like Captan and Addi Sef for step in 😭😭😭😭<br>,she say like captan and addi sef for step in,en,en,en,en
12,<b>Raw:</b> @Shamzy_0 Chale Big Ivy be hard 😂 I’m Like Barcelona I have no Mercy (Messi) herh 😂<br><b>Clean</b>: chale big ivy be hard im like barcelona i have no mercy messi herh,informal-english,2022-12-12 11:36:08,Accra,@Shamzy_0 Chale Big Ivy be hard 😂 I’m Like Barcelona I have no Mercy (Messi) herh 😂<br>,chale big ivy be hard im like barcelona i have no mercy messi herh,en,en,en,en
13,<b>Raw:</b> Erasmus now woyɛ lawyer? Ei! Defamation nyinaa come inside 😂 #Daterushreunion<br><b>Clean</b>: erasmus now woy lawyer ei defamation nyinaa come inside,code-switched,2022-12-12 11:36:11,Accra,Erasmus now woyɛ lawyer? Ei! Defamation nyinaa come inside 😂 #Daterushreunion<br>,erasmus now woy lawyer ei defamation nyinaa come inside,rw,cy,en,en
14,<b>Raw:</b> @ReggieRockstone @Joyallover @Liquorose Sure thing 👍 Big Bro @RoseArmy__  @RosearmyR<br><b>Clean</b>: sure thing big bro,non-syntactic-english,2022-12-12 11:36:24,Accra,@ReggieRockstone @Joyallover @Liquorose Sure thing 👍 Big Bro @RoseArmy__  @RosearmyR<br>,sure thing big bro,en,en,en,en
15,<b>Raw:</b> @antoniojg1986 @ZachLowy Hhhhmmmm it’s very sad<br><b>Clean</b>: hhhhmmmm its very sad,informal-english,2022-12-12 11:36:29,Accra,@antoniojg1986 @ZachLowy Hhhhmmmm it’s very sad<br>,hhhhmmmm its very sad,pl,en,en,en
16,<b>Raw:</b> Ekumfi for the night o aahhh finesse 🕺🏿<br><b>Clean</b>: ekumfi for the night o aahhh finesse,code-switched,2022-12-12 11:36:33,Accra,Ekumfi for the night o aahhh finesse 🕺🏿<br>,ekumfi for the night o aahhh finesse,en,en,en,en
