,annotate_text,label,annotated_at,geo_tag,raw_text,clean_text,langid_raw,langid_clean,spacy_raw,spacy_clean
10,"<b>Raw:</b> Sa itsura ko today, its either nastuck ako sa 2013 o nastuck ako sa 2013. #wolfera<br><b>Clean</b>: sa itsura ko today its either nastuck ako sa 2013 o nastuck ako sa 2013",incidental-english,2022-12-10 11:43:29,Manila,"Sa itsura ko today, its either nastuck ako sa 2013 o nastuck ako sa 2013. #wolfera<br>",sa itsura ko today its either nastuck ako sa 2013 o nastuck ako sa 2013,tl,tl,tl,tl
11,<b>Raw:</b> Pa save lang ulit kasi nag live si atty kagabi. https://t.co/omefGZJ2Ve<br><b>Clean</b>: pa save lang ulit kasi nag live si atty kagabi,incidental-english,2022-12-10 11:43:34,Manila,Pa save lang ulit kasi nag live si atty kagabi. https://t.co/omefGZJ2Ve<br>,pa save lang ulit kasi nag live si atty kagabi,id,id,tl,tl
12,<b>Raw:</b> BEH. DI AKO MAKAMOVE ON SA THAT THAT 🥴🥴🥴🥴<br><b>Clean</b>: beh di ako makamove on sa that that,incidental-english,2022-12-10 11:43:58,Manila,BEH. DI AKO MAKAMOVE ON SA THAT THAT 🥴🥴🥴🥴<br>,beh di ako makamove on sa that that,hy,en,en,en
13,"<b>Raw:</b> @rcpineda Hmmm, may copy ka ng published journals on this RC? Gusto ko basahin. Ano ulit ung tanong mo? Hahahhaa! Real name or chiildhood name? 🤭🤣<br><b>Clean</b>: hmmm may copy ka ng published journals on this rc gusto ko basahin ano ulit ung tanong mo hahahhaa real name or chiildhood name",code-switched,2022-12-10 11:44:18,Manila,"@rcpineda Hmmm, may copy ka ng published journals on this RC? Gusto ko basahin. Ano ulit ung tanong mo? Hahahhaa! Real name or chiildhood name? 🤭🤣<br>",hmmm may copy ka ng published journals on this rc gusto ko basahin ano ulit ung tanong mo hahahhaa real name or chiildhood name,en,en,tl,tl
14,"<b>Raw:</b> ohmy, umabot ako sa link ng lto for theoretical driving course 😚<br><b>Clean</b>: ohmy umabot ako sa link ng lto for theoretical driving course",code-switched,2022-12-10 11:44:24,Manila,"ohmy, umabot ako sa link ng lto for theoretical driving course 😚<br>",ohmy umabot ako sa link ng lto for theoretical driving course,en,en,en,en
15,<b>Raw:</b> @stoked_soul @dannyca1008 @anniieepiiee @hi_dreamie iyak na lang talaga ako…ayaw talaga sa akin ni PP 😂😂😂😂😂😂😂😂 Nag extend na lang sana tayo eh😂😂😂😂 https://t.co/2V5cPlIfIY<br><b>Clean</b>: iyak na lang talaga ako ayaw talaga sa akin ni pp nag extend na lang sana tayo eh,incidental-english,2022-12-10 11:44:33,Manila,@stoked_soul @dannyca1008 @anniieepiiee @hi_dreamie iyak na lang talaga ako…ayaw talaga sa akin ni PP 😂😂😂😂😂😂😂😂 Nag extend na lang sana tayo eh😂😂😂😂 https://t.co/2V5cPlIfIY<br>,iyak na lang talaga ako ayaw talaga sa akin ni pp nag extend na lang sana tayo eh,tl,tl,tl,tl
16,"<b>Raw:</b> napaka supportive ni ate sa likod oh!!
@mynameisnanon https://t.co/wNWKO1HX9S<br><b>Clean</b>: napaka supportive ni ate sa likod oh",incidental-english,2022-12-10 11:44:37,Manila,"napaka supportive ni ate sa likod oh!!
@mynameisnanon https://t.co/wNWKO1HX9S<br>",napaka supportive ni ate sa likod oh,et,et,hr,hr
17,<b>Raw:</b> Ung felix bubblegum gives me ung flowercrown vibes..it is an itch i need to scratch 🥶 pabili 😂😂😂<br><b>Clean</b>: ung felix bubblegum gives me ung flowercrown vibes it is an itch i need to scratch pabili,code-switched,2022-12-10 11:44:46,Manila,Ung felix bubblegum gives me ung flowercrown vibes..it is an itch i need to scratch 🥶 pabili 😂😂😂<br>,ung felix bubblegum gives me ung flowercrown vibes it is an itch i need to scratch pabili,en,en,en,en
18,"<b>Raw:</b> Ay shet exam na pala hahaha wait sir maam, yun na po bayun? Bakit parang 2% lang meron akooo<br><b>Clean</b>: ay shet exam na pala hahaha wait sir maam yun na po bayun bakit parang 2 lang meron akooo",incidental-english,2022-12-10 11:45:04,Manila,"Ay shet exam na pala hahaha wait sir maam, yun na po bayun? Bakit parang 2% lang meron akooo<br>",ay shet exam na pala hahaha wait sir maam yun na po bayun bakit parang 2 lang meron akooo,tl,jv,tl,tl
19,"<b>Raw:</b> Glasses-less tayo for today’s video kasi as a bobo, ‘yan ang malilimutan niya out of all things<br><b>Clean</b>: glasses less tayo for todays video kasi as a bobo yan ang malilimutan niya out of all things",code-switched,2022-12-10 11:45:15,Manila,"Glasses-less tayo for today’s video kasi as a bobo, ‘yan ang malilimutan niya out of all things<br>",glasses less tayo for todays video kasi as a bobo yan ang malilimutan niya out of all things,en,en,tl,tl
20,"<b>Raw:</b> Lord, sana matapos ko task ko within 4 hours. HAHAHAHAHA<br><b>Clean</b>: lord sana matapos ko task ko within 4 hours hahahahaha",code-switched,2022-12-10 11:45:22,Manila,"Lord, sana matapos ko task ko within 4 hours. HAHAHAHAHA<br>",lord sana matapos ko task ko within 4 hours hahahahaha,en,en,tl,tl
21,"<b>Raw:</b> @white_bite Kung magagawa nga bago mag-May 9, baka mag-endorso na ako. hahahaha<br><b>Clean</b>: kung magagawa nga bago mag may 9 baka mag endorso na ako hahahaha",not-english,2022-12-10 11:45:33,Manila,"@white_bite Kung magagawa nga bago mag-May 9, baka mag-endorso na ako. hahahaha<br>",kung magagawa nga bago mag may 9 baka mag endorso na ako hahahaha,tl,tl,tl,tl
22,<b>Raw:</b> Nikki Coseteng is firing some spicy statements. HAHAHHAHAHA<br><b>Clean</b>: nikki coseteng is firing some spicy statements hahahhahaha,non-syntactic-english,2022-12-10 11:45:52,Manila,Nikki Coseteng is firing some spicy statements. HAHAHHAHAHA<br>,nikki coseteng is firing some spicy statements hahahhahaha,en,en,no,id
23,"<b>Raw:</b> @gennicaonfire That’s trueeee! Same here, gorgeous space space kpag umay mag process lol<br><b>Clean</b>: thats trueeee same here gorgeous space space kpag umay mag process lol",code-switched,2022-12-10 11:45:57,Manila,"@gennicaonfire That’s trueeee! Same here, gorgeous space space kpag umay mag process lol<br>",thats trueeee same here gorgeous space space kpag umay mag process lol,en,en,en,en
24,<b>Raw:</b> gusto ko nadin mag work out yung totoo. hahaha shutaena ang cute talaga ng tyan ko eh 🤣<br><b>Clean</b>: gusto ko nadin mag work out yung totoo hahaha shutaena ang cute talaga ng tyan ko eh,incidental-english,2022-12-10 11:46:06,Manila,gusto ko nadin mag work out yung totoo. hahaha shutaena ang cute talaga ng tyan ko eh 🤣<br>,gusto ko nadin mag work out yung totoo hahaha shutaena ang cute talaga ng tyan ko eh,tl,tl,tl,tl
25,<b>Raw:</b> Mas malaki pa sakop ng fur baby ko sa kama ko kesa sakin kala mo ang laking aso 🙄 #Chichuahua<br><b>Clean</b>: mas malaki pa sakop ng fur baby ko sa kama ko kesa sakin kala mo ang laking aso,incidental-english,2022-12-10 11:46:11,Manila,Mas malaki pa sakop ng fur baby ko sa kama ko kesa sakin kala mo ang laking aso 🙄 #Chichuahua<br>,mas malaki pa sakop ng fur baby ko sa kama ko kesa sakin kala mo ang laking aso,tl,tl,tl,tl
26,<b>Raw:</b> @roibuloy Ooooh you’re welcome! I love the shot!!<br><b>Clean</b>: ooooh youre welcome i love the shot,informal-english,2022-12-10 11:46:24,Manila,@roibuloy Ooooh you’re welcome! I love the shot!!<br>,ooooh youre welcome i love the shot,en,en,en,en
27,"<b>Raw:</b> Guys, may aaminin po ako. Sorry guys, but may dinelete po akong tweet dahil nag-pasalamat ako sa mga Villar because of #LAFSMMFF . But then, noong narinig ko ang balitang inaakit na nila yung mga frequencies ng ABS-CBN, I realized na #NoToVillar na ako. How weird am I, right? 🥴 https://t.co/iPdyycK3Ar<br><b>Clean</b>: guys may aaminin po ako sorry guys but may dinelete po akong tweet dahil nag pasalamat ako sa mga villar because of but then noong narinig ko ang balitang inaakit na nila yung mga frequencies ng abs cbn i realized na na ako how weird am i right",code-switched,2022-12-10 11:46:36,Manila,"Guys, may aaminin po ako. Sorry guys, but may dinelete po akong tweet dahil nag-pasalamat ako sa mga Villar because of #LAFSMMFF . But then, noong narinig ko ang balitang inaakit na nila yung mga frequencies ng ABS-CBN, I realized na #NoToVillar na ako. How weird am I, right? 🥴 https://t.co/iPdyycK3Ar<br>",guys may aaminin po ako sorry guys but may dinelete po akong tweet dahil nag pasalamat ako sa mga villar because of but then noong narinig ko ang balitang inaakit na nila yung mga frequencies ng abs cbn i realized na na ako how weird am i right,tl,tl,tl,tl
28,"<b>Raw:</b> getting hooked dito sa kdrama - the penthouse, its posh, looks sushal and all pero parang pinoy serye ang kalat lol, but will still watch it 😆<br><b>Clean</b>: getting hooked dito sa kdrama the penthouse its posh looks sushal and all pero parang pinoy serye ang kalat lol but will still watch it",code-switched,2022-12-10 11:46:45,Manila,"getting hooked dito sa kdrama - the penthouse, its posh, looks sushal and all pero parang pinoy serye ang kalat lol, but will still watch it 😆<br>",getting hooked dito sa kdrama the penthouse its posh looks sushal and all pero parang pinoy serye ang kalat lol but will still watch it,en,en,en,en
29,<b>Raw:</b> @RomabelleCostil panuorin mo na kasii showing na din ang MoM<br><b>Clean</b>: panuorin mo na kasii showing na din ang mom,incidental-english,2022-12-10 11:47:00,Manila,@RomabelleCostil panuorin mo na kasii showing na din ang MoM<br>,panuorin mo na kasii showing na din ang mom,tl,tl,tl,tl
30,"<b>Raw:</b> Sa 2,350 per sem pa nga lang na tuition nakakahiya na hingin sa inyo pano pa kung pinush ko pag mass communication ko sa UE na 80k per sem baka wala lang second sem nag bigti nako sa bunganga mo eh.<br><b>Clean</b>: sa 2350 per sem pa nga lang na tuition nakakahiya na hingin sa inyo pano pa kung pinush ko pag mass communication ko sa ue na 80k per sem baka wala lang second sem nag bigti nako sa bunganga mo eh",incidental-english,2022-12-10 11:47:08,Manila,"Sa 2,350 per sem pa nga lang na tuition nakakahiya na hingin sa inyo pano pa kung pinush ko pag mass communication ko sa UE na 80k per sem baka wala lang second sem nag bigti nako sa bunganga mo eh.<br>",sa 2350 per sem pa nga lang na tuition nakakahiya na hingin sa inyo pano pa kung pinush ko pag mass communication ko sa ue na 80k per sem baka wala lang second sem nag bigti nako sa bunganga mo eh,tl,tl,tl,tl
31,<b>Raw:</b> Yikes someones was tryinv to attempt to use my cc grabi man<br><b>Clean</b>: yikes someones was tryinv to attempt to use my cc grabi man,code-switched,2022-12-10 11:47:12,Manila,Yikes someones was tryinv to attempt to use my cc grabi man<br>,yikes someones was tryinv to attempt to use my cc grabi man,en,en,en,en
32,<b>Raw:</b> 7:52AM DI AKO BOBOTO KUNG HINDI AKO ANG MAGPAPASOK NG BALOTA KO SA MACHINE.<br><b>Clean</b>: 752am di ako boboto kung hindi ako ang magpapasok ng balota ko sa machine,incidental-english,2022-12-10 11:47:28,Manila,7:52AM DI AKO BOBOTO KUNG HINDI AKO ANG MAGPAPASOK NG BALOTA KO SA MACHINE.<br>,752am di ako boboto kung hindi ako ang magpapasok ng balota ko sa machine,fi,tl,de,tl
33,<b>Raw:</b> Ang asim ko sa personal. Wag pong tularan. 🙃<br><b>Clean</b>: ang asim ko sa personal wag pong tularan,incidental-english,2022-12-10 11:47:32,Manila,Ang asim ko sa personal. Wag pong tularan. 🙃<br>,ang asim ko sa personal wag pong tularan,tl,tl,tl,tl
34,<b>Raw:</b> @INLoVe2022 Salute to all of you brave youth of IN. Imahinasyon lang talaga ang solid north ng mga Marcoses! Hayan ang resibo!!!<br><b>Clean</b>: salute to all of you brave youth of in imahinasyon lang talaga ang solid north ng mga marcoses hayan ang resibo,code-switched,2022-12-10 11:47:36,Manila,@INLoVe2022 Salute to all of you brave youth of IN. Imahinasyon lang talaga ang solid north ng mga Marcoses! Hayan ang resibo!!!<br>,salute to all of you brave youth of in imahinasyon lang talaga ang solid north ng mga marcoses hayan ang resibo,tl,tl,tl,tl
35,<b>Raw:</b> @markjorellconde HOOOYYYY SEE YOU SA MAY PUNO sa bandang kanan. Chos. See you when I see you 🌸💕<br><b>Clean</b>: hoooyyyy see you sa may puno sa bandang kanan chos see you when i see you,code-switched,2022-12-10 11:47:45,Manila,@markjorellconde HOOOYYYY SEE YOU SA MAY PUNO sa bandang kanan. Chos. See you when I see you 🌸💕<br>,hoooyyyy see you sa may puno sa bandang kanan chos see you when i see you,en,tl,en,so
36,<b>Raw:</b> Parang gusto ko na lang matulog kesa pumunta ng school<br><b>Clean</b>: parang gusto ko na lang matulog kesa pumunta ng school,incidental-english,2022-12-10 11:47:51,Manila,Parang gusto ko na lang matulog kesa pumunta ng school<br>,parang gusto ko na lang matulog kesa pumunta ng school,tl,tl,tl,tl
37,<b>Raw:</b> Favorite ko na sana tong Angel Baby na to kaso ginawang remix ng kapitbahay<br><b>Clean</b>: favorite ko na sana tong angel baby na to kaso ginawang remix ng kapitbahay,incidental-english,2022-12-10 11:47:59,Manila,Favorite ko na sana tong Angel Baby na to kaso ginawang remix ng kapitbahay<br>,favorite ko na sana tong angel baby na to kaso ginawang remix ng kapitbahay,tl,tl,tl,tl
38,<b>Raw:</b> @SKYserves Wala n nmn cable since this morning 😡<br><b>Clean</b>: wala n nmn cable since this morning,code-switched,2022-12-10 11:48:05,Manila,@SKYserves Wala n nmn cable since this morning 😡<br>,wala n nmn cable since this morning,en,en,en,en
39,"<b>Raw:</b> pwede mo naman sabihin na cute ako nung una pa lang, hindi yung sasabihan mo pa named the pumayat ako 😵‍💫<br><b>Clean</b>: pwede mo naman sabihin na cute ako nung una pa lang hindi yung sasabihan mo pa named the pumayat ako",incidental-english,2022-12-10 11:48:13,Manila,"pwede mo naman sabihin na cute ako nung una pa lang, hindi yung sasabihan mo pa named the pumayat ako 😵‍💫<br>",pwede mo naman sabihin na cute ako nung una pa lang hindi yung sasabihan mo pa named the pumayat ako,tl,tl,tl,tl
40,"<b>Raw:</b> @giyankarlow @iampinglacson @IskoMoreno Ito rin nagpe-play sa utak ko dahil sa lintek na presscon.

""Should I be quiet because I'm a woman?""<br><b>Clean</b>: ito rin nagpe play sa utak ko dahil sa lintek na presscon should i be quiet because im a woman",code-switched,2022-12-10 11:48:29,Manila,"@giyankarlow @iampinglacson @IskoMoreno Ito rin nagpe-play sa utak ko dahil sa lintek na presscon.

""Should I be quiet because I'm a woman?""<br>",ito rin nagpe play sa utak ko dahil sa lintek na presscon should i be quiet because im a woman,en,en,en,tl
41,"<b>Raw:</b> Isisisi pa kay Leni, sus, ano next? Kaya erratic internet ng Sky Cable ko mula 11 PM to 5 AM dahil kay Leni din? https://t.co/lf7L7Ds4Xm<br><b>Clean</b>: isisisi pa kay leni sus ano next kaya erratic internet ng sky cable ko mula 11 pm to 5 am dahil kay leni din",incidental-english,2022-12-10 11:48:36,Manila,"Isisisi pa kay Leni, sus, ano next? Kaya erratic internet ng Sky Cable ko mula 11 PM to 5 AM dahil kay Leni din? https://t.co/lf7L7Ds4Xm<br>",isisisi pa kay leni sus ano next kaya erratic internet ng sky cable ko mula 11 pm to 5 am dahil kay leni din,tl,tl,tl,tl
42,"<b>Raw:</b> @fyeahivern Hahahahaha nakita ko nga yung previous tweet mo. Happy Monday daw sa iyo, Ivern. 😂<br><b>Clean</b>: hahahahaha nakita ko nga yung previous tweet mo happy monday daw sa iyo ivern",incidental-english,2022-12-10 11:48:43,Manila,"@fyeahivern Hahahahaha nakita ko nga yung previous tweet mo. Happy Monday daw sa iyo, Ivern. 😂<br>",hahahahaha nakita ko nga yung previous tweet mo happy monday daw sa iyo ivern,tl,tl,tl,tl
43,<b>Raw:</b> What the fffff Jamo?! Are effing kidding me?<br><b>Clean</b>: what the fffff jamo are effing kidding me,informal-english,2022-12-10 11:48:47,Manila,What the fffff Jamo?! Are effing kidding me?<br>,what the fffff jamo are effing kidding me,en,en,en,en
44,"<b>Raw:</b> But the point is, Need pabang picturan? https://t.co/szUc2UdIbf<br><b>Clean</b>: but the point is need pabang picturan",code-switched,2022-12-10 11:48:51,Manila,"But the point is, Need pabang picturan? https://t.co/szUc2UdIbf<br>",but the point is need pabang picturan,en,en,en,en
45,"<b>Raw:</b> @BatallaKhan For sure may maiinis. Pag yung proctor yung nainis baka ma-endgame ng di oras.

Durian Candy 🍬 na lang siguro sir para hindi masyado maamoy.<br><b>Clean</b>: for sure may maiinis pag yung proctor yung nainis baka ma endgame ng di oras durian candy na lang siguro sir para hindi masyado maamoy",incidental-english,2022-12-10 11:49:05,Manila,"@BatallaKhan For sure may maiinis. Pag yung proctor yung nainis baka ma-endgame ng di oras.

Durian Candy 🍬 na lang siguro sir para hindi masyado maamoy.<br>",for sure may maiinis pag yung proctor yung nainis baka ma endgame ng di oras durian candy na lang siguro sir para hindi masyado maamoy,tl,tl,tl,tl
46,<b>Raw:</b> 2 Sunday na ako di nakakapag mass. 😔 Huhuhuhuhuhuhu. 😔<br><b>Clean</b>: 2 sunday na ako di nakakapag mass huhuhuhuhuhuhu,not-english,2022-12-10 11:49:14,Manila,2 Sunday na ako di nakakapag mass. 😔 Huhuhuhuhuhuhu. 😔<br>,2 sunday na ako di nakakapag mass huhuhuhuhuhuhu,tl,tl,tl,tl
47,<b>Raw:</b> Parang wala na sa budget ko mga gastos ko hahaha...<br><b>Clean</b>: parang wala na sa budget ko mga gastos ko hahaha,incidental-english,2022-12-10 11:49:27,Manila,Parang wala na sa budget ko mga gastos ko hahaha...<br>,parang wala na sa budget ko mga gastos ko hahaha,tl,tl,tl,tl
48,<b>Raw:</b> @heymashew Wa ko ga expect mo ambak sya<br><b>Clean</b>: wa ko ga expect mo ambak sya,incidental-english,2022-12-10 11:49:33,Manila,@heymashew Wa ko ga expect mo ambak sya<br>,wa ko ga expect mo ambak sya,xh,xh,so,tl
49,"<b>Raw:</b> Oo na lumindol na nga, but the point is need pa bang i-tweet? Chariiiz!

 Gulat talaga ako. Bawas bawasan ko na nga manuod ng kdrama akala ko kinukuha na rin ako ng Grim Reaper e. Wala bang season 2 ang Tomorrow. Huhu!

#EarthquakePH<br><b>Clean</b>: oo na lumindol na nga but the point is need pa bang i tweet chariiiz gulat talaga ako bawas bawasan ko na nga manuod ng kdrama akala ko kinukuha na rin ako ng grim reaper e wala bang season 2 ang tomorrow huhu",incidental-english,2022-12-10 11:49:43,Manila,"Oo na lumindol na nga, but the point is need pa bang i-tweet? Chariiiz!

 Gulat talaga ako. Bawas bawasan ko na nga manuod ng kdrama akala ko kinukuha na rin ako ng Grim Reaper e. Wala bang season 2 ang Tomorrow. Huhu!

#EarthquakePH<br>",oo na lumindol na nga but the point is need pa bang i tweet chariiiz gulat talaga ako bawas bawasan ko na nga manuod ng kdrama akala ko kinukuha na rin ako ng grim reaper e wala bang season 2 ang tomorrow huhu,tl,tl,tl,tl
50,<b>Raw:</b> Wierd ng twitter ko di nagloload new tweets<br><b>Clean</b>: wierd ng twitter ko di nagloload new tweets,incidental-english,2022-12-10 11:49:48,Manila,Wierd ng twitter ko di nagloload new tweets<br>,wierd ng twitter ko di nagloload new tweets,it,en,af,af
51,"<b>Raw:</b> I was watching Gloc-9’s Performance in Leni Rally in Baguio grabe my tears just fell. Hays sayang talaga. 

Honestly still healing from the election hays<br><b>Clean</b>: i was watching gloc 9s performance in leni rally in baguio grabe my tears just fell hays sayang talaga honestly still healing from the election hays",code-switched,2022-12-10 11:49:53,Manila,"I was watching Gloc-9’s Performance in Leni Rally in Baguio grabe my tears just fell. Hays sayang talaga. 

Honestly still healing from the election hays<br>",i was watching gloc 9s performance in leni rally in baguio grabe my tears just fell hays sayang talaga honestly still healing from the election hays,en,en,en,en
52,"<b>Raw:</b> @mynameisernestd Salamaaat, Ernest! Pop up na ulit. Haha!<br><b>Clean</b>: salamaaat ernest pop up na ulit haha",incidental-english,2022-12-10 11:50:08,Manila,"@mynameisernestd Salamaaat, Ernest! Pop up na ulit. Haha!<br>",salamaaat ernest pop up na ulit haha,no,da,et,tl
53,<b>Raw:</b> Parang mas bet ko na lang sa mnl kesa mag lucena hahaha<br><b>Clean</b>: parang mas bet ko na lang sa mnl kesa mag lucena hahaha,incidental-english,2022-12-10 11:50:14,Manila,Parang mas bet ko na lang sa mnl kesa mag lucena hahaha<br>,parang mas bet ko na lang sa mnl kesa mag lucena hahaha,tl,tl,tl,tl
54,<b>Raw:</b> @therobredo 😂 collagen drink ko pink ininom ko sya 💓<br><b>Clean</b>: collagen drink ko pink ininom ko sya,code-switched,2022-12-10 11:50:19,Manila,@therobredo 😂 collagen drink ko pink ininom ko sya 💓<br>,collagen drink ko pink ininom ko sya,la,sv,no,sv
55,"<b>Raw:</b> benefits. Hindi sapat na insured lang, dapat comprehensive. 💯💯💯

ctto of the photo ❤️<br><b>Clean</b>: benefits hindi sapat na insured lang dapat comprehensive ctto of the photo",code-switched,2022-12-10 11:50:29,Manila,"benefits. Hindi sapat na insured lang, dapat comprehensive. 💯💯💯

ctto of the photo ❤️<br>",benefits hindi sapat na insured lang dapat comprehensive ctto of the photo,la,en,en,en
56,<b>Raw:</b> appreciation tweet for my best bf who brings me bfast &amp; vits everyday 🥺❤️<br><b>Clean</b>: appreciation tweet for my best bf who brings me bfast and vits everyday,informal-english,2022-12-10 11:50:38,Manila,appreciation tweet for my best bf who brings me bfast &amp; vits everyday 🥺❤️<br>,appreciation tweet for my best bf who brings me bfast and vits everyday,en,en,en,en
57,"<b>Raw:</b> Yung madalas kang pinagsasabihan na ""wag kayong magmadali sa buhay/mag-invest bata pa naman kayo"". Hindi ba mas magandang mas maraming investments habang bata pa? 🤔 naguumpisa pa lang kami and still craving for more 👌🏿<br><b>Clean</b>: yung madalas kang pinagsasabihan na wag kayong magmadali sa buhaymag invest bata pa naman kayo hindi ba mas magandang mas maraming investments habang bata pa naguumpisa pa lang kami and still craving for more",incidental-english,2022-12-10 11:50:51,Manila,"Yung madalas kang pinagsasabihan na ""wag kayong magmadali sa buhay/mag-invest bata pa naman kayo"". Hindi ba mas magandang mas maraming investments habang bata pa? 🤔 naguumpisa pa lang kami and still craving for more 👌🏿<br>",yung madalas kang pinagsasabihan na wag kayong magmadali sa buhaymag invest bata pa naman kayo hindi ba mas magandang mas maraming investments habang bata pa naguumpisa pa lang kami and still craving for more,tl,tl,tl,tl
58,"<b>Raw:</b> May mothers' day at fathers' day, pero walang day para iacknowledge yung paghihirap ng mga anak na breadwinner at nasa back burner na ang life kaka sustento sa pamilya.<br><b>Clean</b>: may mothers day at fathers day pero walang day para iacknowledge yung paghihirap ng mga anak na breadwinner at nasa back burner na ang life kaka sustento sa pamilya",incidental-english,2022-12-10 11:50:57,Manila,"May mothers' day at fathers' day, pero walang day para iacknowledge yung paghihirap ng mga anak na breadwinner at nasa back burner na ang life kaka sustento sa pamilya.<br>",may mothers day at fathers day pero walang day para iacknowledge yung paghihirap ng mga anak na breadwinner at nasa back burner na ang life kaka sustento sa pamilya,tl,tl,tl,tl
