,annotate_text,label,annotated_at,geo_tag
56,"<b>Raw:</b> Accepted Offers
n: 70
mean: 189.35
std: 6.75
min: 175.0 Medway (CCGT)
25%: 189.0
50%: 189.0
75%: 189.9
max: 224.0 Cottam Development Centre Limited (CCGT) https://t.co/PZQfw8lS5E<br><b>Clean</b>: accepted offers n 70 mean 189 35 std 6 75 min 175 0 medway ccgt 25 189 0 50 189 0 75 189 9 max 224 0 cottam development centre limited ccgt",non-syntactic-english,2023-03-12 23:55:32,London
57,<b>Raw:</b> Barrington Patterson aka One Eyed Baz 1965-2022 RIP https://t.co/fLqW2vp9Az<br><b>Clean</b>: barrington patterson aka one eyed baz 1965 2022 rip,informal-english,2023-03-12 23:55:37,London
58,<b>Raw:</b> @Mediavenir On fais quoi du coup? Autant anticipé des a present<br><b>Clean</b>: on fais quoi du coup autant anticipé des a present,not-english,2023-03-12 23:55:40,London
59,"<b>Raw:</b> Spotify Recruits Steve Aoki and The Wombats for NFT Trial
https://t.co/NlgTcffdk4
#Android #NFTCommunity #NFTs #Web3<br><b>Clean</b>: spotify recruits steve aoki and the wombats for nft trial",syntactic-english,2023-03-12 23:56:29,London
60,"<b>Raw:</b> Music By: Andrew Djsnipes 
Lloydie Banks &amp; DJ TUBBS
(MORE LOVE FAMILY)

&amp; SPECIAL GUEST DJ: 
Farda Patric - (CHAAAWAAA RADIO)

Door's Open 6pm - 11pm 
Adm £10 Otd Or get the special discount online  price available ""only"" from https://t.co/00SARXh2rM https://t.co/f2cmJdYE2e<br><b>Clean</b>: music by andrew djsnipes lloydie banks and dj tubbs more love family and special guest dj farda patric chaaawaaa radio doors open 6pm 11pm adm 10 otd or get the special discount online price available only from",non-syntactic-english,2023-03-12 23:56:37,London
61,"<b>Raw:</b> i AM GOING TO SING MATILDA WITH HARRY AT HIS NEXT CONCERT IDC IDC, manifesting it 🧘🏽‍♀️🧘🏽‍♀️🧘🏽‍♀️<br><b>Clean</b>: i am going to sing matilda with harry at his next concert idc idc manifesting it",informal-english,2023-03-12 23:56:55,London
62,"<b>Raw:</b> Is this how you judge a player? Bcoz vini dribbled hakimi and couldn’t dribble James ,so James is better ? https://t.co/CC1tsFbPDg<br><b>Clean</b>: is this how you judge a player bcoz vini dribbled hakimi and couldnt dribble james so james is better",informal-english,2023-03-12 23:57:36,London
63,<b>Raw:</b> Ooni did you endorse Bola? Simple question. Telling us stories from odu ifa  #rubbish<br><b>Clean</b>: ooni did you endorse bola simple question telling us stories from odu ifa,informal-english,2023-03-12 23:57:44,London
64,"<b>Raw:</b> • @skitla.b - SHOWCASE SUNDAY'S - 

29TH MAY @ RNR LOUNGE 
221-223 CHINGFORD MOUNT ROAD 
LONDON E4 8LP
 
🎙SPECIAL LIVE PA'S FROM:
 ☆Chucky Bantan ☆ Lady Lex ☆SparkyRugged

HOSTED BY: 
Winston Pepper 🌶 &amp; RUDEBOY SKITLA.B🎧 https://t.co/0ILAHuVlrB<br><b>Clean</b>: b showcase sundays 29th may rnr lounge 221 223 chingford mount road london e4 8lp special live pas from chucky bantan lady lex sparkyrugged hosted by winston pepper and rudeboy skitla b",non-syntactic-english,2023-03-12 23:57:49,London
65,<b>Raw:</b> Davis and Rees-Mogg clash over Brexit https://t.co/eDHIEuiQeS https://t.co/XgNqZbc4UT<br><b>Clean</b>: davis and rees mogg clash over brexit,syntactic-english,2023-03-12 23:58:00,London
66,<b>Raw:</b> ps : that’s me when serap teyze dropped the kaan merlo pic<br><b>Clean</b>: ps thats me when serap teyze dropped the kaan merlo pic,informal-english,2023-03-12 23:58:08,London
67,"<b>Raw:</b> Tim Arcuri would be the first to upgrade semi-cap on the first (real) cut. Don't buy then... !

$AMAT $KLAC $LRCX $ASML<br><b>Clean</b>: tim arcuri would be the first to upgrade semi cap on the first real cut dont buy then amat klac lrcx asml",non-syntactic-english,2023-03-12 23:59:33,London
68,"<b>Raw:</b> George W Bush on ""Day release""from the""Care home""expressing delusions of grandeur over the (IRAK) War.
H.E.Amb Mckenzie https://t.co/JmQhXh1gkk<br><b>Clean</b>: george w bush on day releasefrom thecare homeexpressing delusions of grandeur over the irak war h e amb mckenzie",non-syntactic-english,2023-03-12 23:59:42,London
69,"<b>Raw:</b> Donc la première mesure du nouveau PM, c'est une interdiction ??? Non, mais arrêtez de me faire rire, j'en peux plus. 😂😂😂 https://t.co/slPZKRL0N6<br><b>Clean</b>: donc la première mesure du nouveau pm cest une interdiction non mais arrêtez de me faire rire jen peux plus",not-english,2023-03-12 23:59:47,London
70,"<b>Raw:</b> rhipuyo: Joe I love Tumblr ads, following now sir/madam https://t.co/oOTcC9g2Rx<br><b>Clean</b>: rhipuyo joe i love tumblr ads following now sirmadam",non-syntactic-english,2023-03-12 23:59:55,London
71,"<b>Raw:</b> Company Announcement no. 58, 2022 – Nordea Kredit Realkreditaktieselskab drawings as per 1 July 2022 - https://t.co/6GoUwSsqYm<br><b>Clean</b>: company announcement no 58 2022 nordea kredit realkreditaktieselskab drawings as per 1 july 2022",non-syntactic-english,2023-03-13 00:00:00,London
72,<b>Raw:</b> @T1LoL Draft dif was to big Rell Trist in this meta is yikes and TF is useless rn<br><b>Clean</b>: draft dif was to big rell trist in this meta is yikes and tf is useless rn,informal-english,2023-03-13 00:00:04,London
73,"<b>Raw:</b> @1kevincampbell You’re delusion Kev, he’s done an awful job 😂<br><b>Clean</b>: youre delusion kev hes done an awful job",non-syntactic-english,2023-03-13 00:00:17,London
74,<b>Raw:</b> New: Vivianne Miedema signs contract extension with Arsenal https://t.co/D7Llanh6C4 #arsenal #afc https://t.co/pH2wkqxd0o<br><b>Clean</b>: new vivianne miedema signs contract extension with arsenal,syntactic-english,2023-03-13 00:00:24,London
75,<b>Raw:</b> @jethromike007 Kizz daniel is in davido upcoming album<br><b>Clean</b>: kizz daniel is in davido upcoming album,syntactic-english,2023-03-13 00:00:42,London
76,"<b>Raw:</b> @_minij2180 Yes, itna confidence hai mujhe, I know it's hard to believe, yaar<br><b>Clean</b>: yes itna confidence hai mujhe i know its hard to believe yaar",code-switched,2023-03-13 00:01:07,London
77,"<b>Raw:</b> You’re being v dishonest, Baddiel, and so are the incredibly bad faith idiots RTing you, incl Gatestone Danny Fink and racist phone hacker Lee Harpin. The ppl who lap up your unresearched, anon Twitter-sourced claims hv the worst, nastiest politics - you shd wonder why that is https://t.co/pignVORgBc<br><b>Clean</b>: youre being v dishonest baddiel and so are the incredibly bad faith idiots rting you incl gatestone danny fink and racist phone hacker lee harpin the ppl who lap up your unresearched anon twitter sourced claims hv the worst nastiest politics you shd wonder why that is",informal-english,2023-03-13 00:01:12,London
78,<b>Raw:</b> Mbappe is a baller but wetin be his problem<br><b>Clean</b>: mbappe is a baller but wetin be his problem,informal-english,2023-03-13 00:01:31,London
79,<b>Raw:</b> Mik will never have that kind of juice hermano https://t.co/0nnzRxiXxe<br><b>Clean</b>: mik will never have that kind of juice hermano,non-syntactic-english,2023-03-13 00:01:46,London
80,"<b>Raw:</b> 🗣️ ""He rocks cowboy boots and these open shirt tings"" 

Adebayo Akinfenwa has got nothing but love for Wycombe Wanderers manager Gareth Ainsworth 🤠🤣 https://t.co/REAWgCt1QZ<br><b>Clean</b>: he rocks cowboy boots and these open shirt tings adebayo akinfenwa has got nothing but love for wycombe wanderers manager gareth ainsworth",non-syntactic-english,2023-03-13 00:01:53,London
81,<b>Raw:</b> Where to buy ageLOC Galvanic PowerMask in London? https://t.co/dX9qntU5cm<br><b>Clean</b>: where to buy ageloc galvanic powermask in london,non-syntactic-english,2023-03-13 00:01:57,London
82,"<b>Raw:</b> @redwolfdotin your t-shirts are sooo good bro! ❤️
Highly recommend! 🔥<br><b>Clean</b>: your t shirts are sooo good bro highly recommend",informal-english,2023-03-13 00:02:01,London
83,"<b>Raw:</b> Gary Neville sides with Everton ace Richarlison after angry message to Jamie Carragher... #EFC 
https://t.co/gi5F7AI31h<br><b>Clean</b>: gary neville sides with everton ace richarlison after angry message to jamie carragher",non-syntactic-english,2023-03-13 00:02:10,London
84,<b>Raw:</b> That 5’1 brudda has my TL looking CRAZYY 😅😂<br><b>Clean</b>: that 51 brudda has my tl looking crazyy,informal-english,2023-03-13 00:02:33,London
85,"<b>Raw:</b> The cast of Top Boy, Adwoa Aboah, Jasmine Jobson and Saffron Hocking play Knowing Me, Knowing You. https://t.co/qeVk0s1aVy<br><b>Clean</b>: the cast of top boy adwoa aboah jasmine jobson and saffron hocking play knowing me knowing you",non-syntactic-english,2023-03-13 00:02:39,London
86,<b>Raw:</b> Coloreel receives financing from Nefco – Swedish innovation furthers circularity in the textile industry - https://t.co/IBESrzisIb<br><b>Clean</b>: coloreel receives financing from nefco swedish innovation furthers circularity in the textile industry,syntactic-english,2023-03-13 00:02:46,London
87,<b>Raw:</b> Virtues Of The Noble Quran (Mahasane Quran Kareen) https://t.co/ovbF7hZO1O<br><b>Clean</b>: virtues of the noble quran mahasane qurankareen,non-syntactic-english,2023-03-13 00:02:56,London
88,<b>Raw:</b> Voglio rivedere MoM ho bisogno di kin validation I'm seriously at my limit<br><b>Clean</b>: voglio rivedere mom ho bisogno di kin validation im seriously at my limit,code-switched,2023-03-13 00:03:00,London
89,"<b>Raw:</b> #Braun iCheck 7 BPW4500WE Wrist Blood Pressure Monito

More Details Here: https://t.co/Q7XL6qO6Gt

#ArmMonitors #AT #Computer #Electric #SaverDeal #Sports https://t.co/BfvQDSXezV<br><b>Clean</b>: icheck 7 bpw4500we wrist blood pressure monito more details here",non-syntactic-english,2023-03-13 00:03:11,London
90,"<b>Raw:</b> I LOVE Johnny Depp’s lawyer, she’s flipping great #CamilleVasquez 👩🏻‍💼<br><b>Clean</b>: i love johnny depps lawyer shes flipping great",informal-english,2023-03-13 00:03:19,London
91,<b>Raw:</b> @Sandhu94717 Waise main in general panjabiyan di gall kar reha si par thank you for reminding me. 😂<br><b>Clean</b>: waise main in general panjabiyan di gall kar reha si par thank you for reminding me,code-switched,2023-03-13 00:03:23,London
92,"<b>Raw:</b> Il y a vraiment que ceux qui ne regardent pas les matchs du Real qui vont nous dire que Mendy est fort !
Mdrrrrrrrrrrrr c’est vraiment pas ça du tout ! En défense il est 0 en attaque il réussit 1 centre sur 5 mdr<br><b>Clean</b>: il y a vraiment que ceux qui ne regardent pas les matchs du real qui vont nous dire que mendy est fort mdrrrrrrrrrrrr cest vraiment pas ça du tout en défense il est 0 en attaque il réussit 1 centre sur 5 mdr",not-english,2023-03-13 00:03:26,London
93,<b>Raw:</b> 🚨 Marquinhos est à Londres pour finaliser son transfert à Arsenal. [@charles_watts] https://t.co/wwWejR9Par<br><b>Clean</b>: marquinhos est à londres pour finaliser son transfert à arsenal,not-english,2023-03-13 00:03:33,London
94,<b>Raw:</b> AWS Distro for OpenTelemetry is now generally available for metrics https://t.co/JNrdzG7SUr via @awscloud #AWS<br><b>Clean</b>: aws distro for opentelemetry is now generally available for metrics via,syntactic-english,2023-03-13 00:03:41,London
