,annotate_text,label,annotated_at,geo_tag
57,<b>Raw:</b> Boi…Rich men exes 😂😂😂😂😂<br><b>Clean</b>: boi rich men exes,code-switched,2022-12-12 09:47:29,Accra
58,"<b>Raw:</b> @gyaigyimii @ELgh_  guy can rap 
Herhhhhh<br><b>Clean</b>: guy can rap herhhhhh",code-switched,2022-12-12 09:47:33,Accra
59,<b>Raw:</b> @thenanaaba If Ga komi nuh tastes good kraaa ....it pass fante kenkey<br><b>Clean</b>: if ga komi nuh tastes good kraaa it pass fante kenkey,code-switched,2022-12-12 09:47:44,Accra
60,<b>Raw:</b> @curl_vinII Chale outside foot oo. 😭<br><b>Clean</b>: chale outside foot oo,informal-english,2022-12-12 09:47:49,Accra
61,<b>Raw:</b> @BenopaOnyx1 @gyaigyimii You’re mean😭… leave there 😩😂<br><b>Clean</b>: youre mean leave there,non-syntactic-english,2022-12-12 09:48:06,Accra
62,<b>Raw:</b> @AsanteKotokoSu1 @HeartsOfOakGH ur village club that shits in the bush.... siaaa to mu team fooo sɛɛ borla... kakabo fc with aboboyaa branding<br><b>Clean</b>: ur village club that shits in the bush siaaa to mu team fooo s borla kakabo fc with aboboyaa branding,code-switched,2022-12-12 09:48:12,Accra
63,<b>Raw:</b> SZA making my night💕<br><b>Clean</b>: sza making my night,non-syntactic-english,2022-12-12 09:48:21,Accra
64,<b>Raw:</b> @_owurakuampofo @kojoantwiba Kaaii enemy dey lie<br><b>Clean</b>: kaaii enemy dey lie,code-switched,2022-12-12 09:48:28,Accra
65,<b>Raw:</b> @AchiaaMusic ICGC Open Heavens Temple...<br><b>Clean</b>: icgc open heavens temple,non-syntactic-english,2022-12-12 09:48:36,Accra
66,<b>Raw:</b> @TravisMorgan07 i see just now chale. hm ebi sad.<br><b>Clean</b>: i see just now chale hm ebi sad,code-switched,2022-12-12 09:48:45,Accra
67,<b>Raw:</b> @tv3daterush wossop u pple dey play anaa ah agoro b3n nono  this is a national platform this is not suppose to happen #DateRush<br><b>Clean</b>: wossop u pple dey play anaa ah agoro b3n nono this is a national platform this is not suppose to happen,code-switched,2022-12-12 09:48:53,Accra
68,<b>Raw:</b> @ftblzone_ Y'all exclude Memphis lmao<br><b>Clean</b>: yall exclude memphis lmao,informal-english,2022-12-12 09:48:58,Accra
69,<b>Raw:</b> @ChelseaOkyeame @Kwame__Deuces @gyaigyimii Naaa dis niqqa don’t understand “pedestrian” please forgive him😹😹😹😹<br><b>Clean</b>: naaa dis niqqa dont understand pedestrian please forgive him,informal-english,2022-12-12 09:49:11,Accra
70,<b>Raw:</b> @NAkufoAddo This is useless @NAkufoAddo NSS alawa koraaa you can't pay.#NPPMUSTFALL<br><b>Clean</b>: this is useless nss alawa koraaa you cant pay,code-switched,2022-12-12 09:49:21,Accra
71,<b>Raw:</b> How is indomie trending?? 🌝<br><b>Clean</b>: how is indomie trending,syntactic-english,2022-12-12 09:49:42,Accra
72,<b>Raw:</b> @__kofiyeboah masa you cannot be tensing we the equatorial niccas 🥵<br><b>Clean</b>: masa you cannot be tensing we the equatorial niccas,code-switched,2022-12-12 09:51:20,Accra
73,<b>Raw:</b> Naa! Bro why you dey be so? Ei..<br><b>Clean</b>: naa bro why you dey be so ei,code-switched,2022-12-12 09:51:28,Accra
74,<b>Raw:</b> Allyssa is the problem<br><b>Clean</b>: allyssa is the problem,syntactic-english,2022-12-12 09:51:35,Accra
75,<b>Raw:</b> @ghanayesu_ So is it still Ghana Yesu that oooor<br><b>Clean</b>: so is it still ghana yesu that oooor,code-switched,2022-12-12 09:56:30,Accra
76,<b>Raw:</b> @Benedytte Pappy dey 🏃‍♂️🏃‍♂️lyk dog😂😂<br><b>Clean</b>: pappy dey lyk dog,informal-english,2022-12-12 09:56:38,Accra
77,<b>Raw:</b> @leslie_kkay @oreonwarmmilkk Chale for Nurses demma postings de3 Opana force oo...the backlog was serious. lol<br><b>Clean</b>: chale for nurses demma postings de3 opana force oo the backlog was serious lol,code-switched,2022-12-12 09:56:44,Accra
78,<b>Raw:</b> Naeto C listening nicely<br><b>Clean</b>: naeto c listening nicely,non-syntactic-english,2022-12-12 09:57:04,Accra
79,"<b>Raw:</b> @yo_niq Locus, DL Q33 mad XPR 50<br><b>Clean</b>: locus dl q33 mad xpr 50",non-syntactic-english,2022-12-12 09:57:20,Accra
80,"<b>Raw:</b> @AdusiPoku86 @GeorgeAnagli @_minister_Isaac @Opresii If Ronaldo plays in the UEL and Messi plays in the UCL till they retire,Messi will never win 5 UCL trophies 😌🤝<br><b>Clean</b>: if ronaldo plays in the uel and messi plays in the ucl till they retiremessi will never win 5 ucl trophies",non-syntactic-english,2022-12-12 09:57:40,Accra
81,<b>Raw:</b> Y’all be soo fine 😮‍💨😮‍💨😮‍💨<br><b>Clean</b>: yall be soo fine,non-syntactic-english,2022-12-12 09:58:49,Accra
82,<b>Raw:</b> @selasi_klutse E be serious oooo<br><b>Clean</b>: e be serious oooo,informal-english,2022-12-12 09:59:44,Accra
83,<b>Raw:</b> @PMLEGEND P dot Miz Man 🤌🏿<br><b>Clean</b>: p dot miz man,incidental-english,2022-12-12 09:59:58,Accra
84,<b>Raw:</b> @Zillah_This Relax. Ebe ceiling fan 💀😀<br><b>Clean</b>: relax ebe ceiling fan,code-switched,2022-12-12 10:20:36,Accra
85,<b>Raw:</b> @Opresii When oyibo chop you<br><b>Clean</b>: when oyibo chop you,code-switched,2022-12-12 10:20:54,Accra
86,<b>Raw:</b> @__effah @Kwaku____ She say like Captan and Addi Sef for step in 😭😭😭😭<br><b>Clean</b>: she say like captan and addi sef for step in,informal-english,2022-12-12 11:35:43,Accra
87,<b>Raw:</b> @Shamzy_0 Chale Big Ivy be hard 😂 I’m Like Barcelona I have no Mercy (Messi) herh 😂<br><b>Clean</b>: chale big ivy be hard im like barcelona i have no mercy messi herh,informal-english,2022-12-12 11:36:08,Accra
88,<b>Raw:</b> Erasmus now woyɛ lawyer? Ei! Defamation nyinaa come inside 😂 #Daterushreunion<br><b>Clean</b>: erasmus now woy lawyer ei defamation nyinaa come inside,code-switched,2022-12-12 11:36:11,Accra
89,<b>Raw:</b> @ReggieRockstone @Joyallover @Liquorose Sure thing 👍 Big Bro @RoseArmy__  @RosearmyR<br><b>Clean</b>: sure thing big bro,non-syntactic-english,2022-12-12 11:36:24,Accra
90,<b>Raw:</b> @antoniojg1986 @ZachLowy Hhhhmmmm it’s very sad<br><b>Clean</b>: hhhhmmmm its very sad,informal-english,2022-12-12 11:36:29,Accra
91,<b>Raw:</b> Ekumfi for the night o aahhh finesse 🕺🏿<br><b>Clean</b>: ekumfi for the night o aahhh finesse,code-switched,2022-12-12 11:36:33,Accra
92,<b>Raw:</b> @BruceJojo use the same energy to talk abt ur fante chiefs. bcos of politics 3nti u ar peaching against Asantehene. Bt in ur own hometown poverty is crippling them<br><b>Clean</b>: use the same energy to talk abt ur fante chiefs bcos of politics 3nti u ar peaching against asantehene bt in ur own hometown poverty is crippling them,code-switched,2022-12-12 11:36:40,Accra
93,<b>Raw:</b> @BLAKK_SPYDA @liliesandsmiles Ohh yhhh...u ankasa u be good boy oo<br><b>Clean</b>: ohh yhhh u ankasa u be good boy oo,code-switched,2022-12-12 11:36:45,Accra
94,<b>Raw:</b> Ei Debbie dawg me. Like 54 years this. Hmm<br><b>Clean</b>: ei debbie dawg me like 54 years this hmm,code-switched,2022-12-12 11:37:04,Accra
95,"<b>Raw:</b> @adjah_tetteh Thank you 😊
Aponkye nkrakra oohhh 🤣🤣
Make a take hold body 😂<br><b>Clean</b>: thank you aponkye nkrakra oohhh make a take hold body",code-switched,2022-12-12 11:37:09,Accra
96,<b>Raw:</b> @PulseGhana Agya koo and son👐<br><b>Clean</b>: agya koo and son,code-switched,2022-12-12 11:37:14,Accra
97,<b>Raw:</b> @BenopaOnyx1 Mateu Alemany bi football Albert Einstein....... the man get head Herh 😂<br><b>Clean</b>: mateu alemany bi football albert einstein the man get head herh,informal-english,2022-12-12 11:37:24,Accra
98,<b>Raw:</b> @ako_bae1 @epixodemusic U sure abt ur fact? Coz ihr say he go Ghanata ooo<br><b>Clean</b>: u sure abt ur fact coz ihr say he go ghanata ooo,informal-english,2022-12-12 11:37:32,Accra
99,<b>Raw:</b> @Joshua_Ubeku @MagikalA Barce must take off 10 from fati ....clear<br><b>Clean</b>: barce must take off 10 from fati clear,informal-english,2022-12-12 11:37:43,Accra
100,<b>Raw:</b> @kento_sekine Bon séjour à Togo!<br><b>Clean</b>: bon séjour à togo,not-english,2022-12-12 11:37:49,Accra
101,<b>Raw:</b> @oduro_kweku Afrobeats it’s on Netflix 12 episodes very insightful<br><b>Clean</b>: afrobeats its on netflix 12 episodes very insightful,non-syntactic-english,2022-12-12 11:38:01,Accra
102,<b>Raw:</b> #VGMA23 Dumbfounding performance by @samini_dagaati Akye...!<br><b>Clean</b>: dumbfounding performance by akye,non-syntactic-english,2022-12-12 11:38:21,Accra
103,<b>Raw:</b> Illuminati get benefits waa<br><b>Clean</b>: illuminati get benefits waa,code-switched,2022-12-12 11:38:26,Accra
104,<b>Raw:</b> @joshsbro It better than Kante<br><b>Clean</b>: it better than kante,non-syntactic-english,2022-12-12 11:38:36,Accra
105,<b>Raw:</b> @xChellz Witcho lil forehead protector 😊<br><b>Clean</b>: witcho lil forehead protector,informal-english,2022-12-12 11:38:41,Accra
106,"<b>Raw:</b> @SneakerNyame_ Yeah Eno b Sheldon
His head like deflated watermelon
He sanna block me too sake off isay Sarkodie dey rap pass manifest 
Gbemi<br><b>Clean</b>: yeah eno b sheldon his head like deflated watermelon he sanna block me too sake off isay sarkodie dey rap pass manifest gbemi",code-switched,2022-12-12 11:39:03,Accra
107,<b>Raw:</b> @satyam1mishra Thanks for sharing Satyam🙏<br><b>Clean</b>: thanks for sharing satyam,syntactic-english,2022-12-12 11:39:16,Accra
108,<b>Raw:</b> @koboateng @unknown_eshun Drink water bro..... Chale do you do phone apps?<br><b>Clean</b>: drink water bro chale do you do phone apps,informal-english,2022-12-12 11:39:27,Accra
109,<b>Raw:</b> @Barbie_Dooo Bueii! Them overspeed o<br><b>Clean</b>: bueii them overspeed o,informal-english,2022-12-12 11:39:44,Accra
110,"<b>Raw:</b> Candle wax? On top waiting?
🤣🤣🤣 

Steph ma pami nah 🤣
#AshewoSpace<br><b>Clean</b>: candle wax on top waiting steph ma pami nah",code-switched,2022-12-12 11:39:56,Accra
111,<b>Raw:</b> @NYboateng @mrpatriq @fosuaah_ wonni links to flagstaff? Wonny3 serious party member saaaa<br><b>Clean</b>: wonni links to flagstaff wonny3 serious party member saaaa,code-switched,2022-12-12 11:40:02,Accra
112,<b>Raw:</b> @SWISSPLUS Ei! Aa shock oo!<br><b>Clean</b>: ei aa shock oo,code-switched,2022-12-12 11:40:06,Accra
113,<b>Raw:</b> Did Ade beat Sheggz? #BBNaija<br><b>Clean</b>: did ade beat sheggz,syntactic-english,2022-12-12 11:40:14,Accra
114,"<b>Raw:</b> Nooooooo, he lost it cuz of the okro! 😑 https://t.co/SWLqFT8hyO https://t.co/jley4i6d6t<br><b>Clean</b>: nooooooo he lost it cuz of the okro",informal-english,2022-12-12 11:40:20,Accra
115,<b>Raw:</b> @gyaigyimii Down flat movement 😂😂(DFM)<br><b>Clean</b>: down flat movement dfm,non-syntactic-english,2022-12-12 11:40:29,Accra
116,"<b>Raw:</b> @smartdapralem Lol nuumo you be stubborn 😅

I come house sef<br><b>Clean</b>: lol nuumo you be stubborn i come house sef",informal-english,2022-12-12 11:40:36,Accra
117,<b>Raw:</b> @Kwame_Tsuca_1 You then the nigga get issue anaa ? 🤣🤣<br><b>Clean</b>: you then the nigga get issue anaa,informal-english,2022-12-12 11:40:43,Accra
118,"<b>Raw:</b> Giddyfire, Amaka is waiting for you on Saturday🤣🤣🤣 the violent taketh it by force 😂#BBNajia<br><b>Clean</b>: giddyfire amaka is waiting for you on saturday the violent taketh it by force",non-syntactic-english,2022-12-12 11:41:23,Accra
119,<b>Raw:</b> @_ChrissyA oh neighbor adey come 😅<br><b>Clean</b>: oh neighbor adey come,informal-english,2022-12-12 11:41:33,Accra
120,<b>Raw:</b> So apparently Afi POKUA [Vim Lady ] wanted to run E-Show on Okay FM but Kwame Nkrumah Tik3sea is sabotaging her ideas ; woah 💔<br><b>Clean</b>: so apparently afi pokua vim lady wanted to run e show on okay fm but kwame nkrumah tik3sea is sabotaging her ideas woah,code-switched,2022-12-12 11:41:53,Accra
121,<b>Raw:</b> You Amaka today you don’t Diana likes Giddyfia 😓😓 #BBNaija<br><b>Clean</b>: you amaka today you dont diana likes giddyfia,non-syntactic-english,2022-12-12 11:42:05,Accra
122,<b>Raw:</b> @KyeiBernardo @didipreko @AsanteKotoko_SC Mk he go sleep<br><b>Clean</b>: mk he go sleep,informal-english,2022-12-12 11:42:08,Accra
123,"<b>Raw:</b> @iammokblaze @sarkodie Happy Glorious birthday,more grace<br><b>Clean</b>: happy glorious birthdaymore grace",non-syntactic-english,2022-12-12 11:42:17,Accra
124,"<b>Raw:</b> @MustafationAli @primevideosport @ManCity It’s at least 4 positions. Because RODRI, Bernardo Debryne Foden that’s 4<br><b>Clean</b>: its at least 4 positions because rodri bernardo debryne foden thats 4",non-syntactic-english,2022-12-12 11:42:50,Accra
125,<b>Raw:</b> Falz released an album?<br><b>Clean</b>: falz released an album,non-syntactic-english,2022-12-12 11:43:09,Accra
126,<b>Raw:</b> @shattawalegh @Yumvita3 0204027773 I'm Burna Boy fan<br><b>Clean</b>: 0204027773 im burna boy fan,non-syntactic-english,2022-12-12 11:43:40,Accra
127,<b>Raw:</b> Women in red &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;<br><b>Clean</b>: women in red gtgtgtgtgtgtgtgtgt,non-syntactic-english,2022-12-12 11:43:46,Accra
128,<b>Raw:</b> @_Nhyira_ Herh soft life dey fit you Ankasa<br><b>Clean</b>: herh soft life dey fit you ankasa,code-switched,2022-12-12 11:44:12,Accra
129,<b>Raw:</b> @w_letters @iamopele Ebi fooling dem fool...no be poverty<br><b>Clean</b>: ebi fooling dem fool no be poverty,informal-english,2022-12-12 11:44:22,Accra
130,<b>Raw:</b> @jbonzy Ebi Costa p3 actually did the job oo cos chaley<br><b>Clean</b>: ebi costa p3 actually did the job oo cos chaley,informal-english,2022-12-12 11:44:31,Accra
131,"<b>Raw:</b> If Violence Was A Person Ebi Bongo, Eiii😂😂😂😂<br><b>Clean</b>: if violence was a person ebi bongo eiii",code-switched,2022-12-12 11:44:37,Accra
132,"<b>Raw:</b> @shattawalegh Wale
Relax o bro<br><b>Clean</b>: wale relax o bro",informal-english,2022-12-12 11:44:45,Accra
133,<b>Raw:</b> My experience is Ashiaman and Bremen Kokoso #DNBP<br><b>Clean</b>: my experience is ashiaman and bremen kokoso,non-syntactic-english,2022-12-12 11:44:55,Accra
134,<b>Raw:</b> @noah_diallo @shiftedwomb Dnt mind her....we wnt even say anithing to her...<br><b>Clean</b>: dnt mind her we wnt even say anithing to her,informal-english,2022-12-12 11:45:00,Accra
135,<b>Raw:</b> Asey boys woy3 nniama wo Accra ha oo #DNBP<br><b>Clean</b>: asey boys woy3 nniama wo accra ha oo,incidental-english,2022-12-12 11:45:08,Accra
136,<b>Raw:</b> The math ain't mathing 😂😂<br><b>Clean</b>: the math aint mathing,informal-english,2022-12-12 11:45:24,Accra
137,<b>Raw:</b> @_Abdul_Manan_ Make she see Shatta Michy for a remedy<br><b>Clean</b>: make she see shatta michy for a remedy,informal-english,2022-12-12 11:45:28,Accra
138,<b>Raw:</b> @iLatif_ How’s that your concern?<br><b>Clean</b>: hows that your concern,syntactic-english,2022-12-12 11:45:34,Accra
139,<b>Raw:</b> I’ve abstained long enough<br><b>Clean</b>: ive abstained long enough,syntactic-english,2022-12-12 11:45:39,Accra
140,<b>Raw:</b> @Kristabel_yaa I just did &gt;&gt;&gt;&gt;<br><b>Clean</b>: i just did gtgtgtgt,informal-english,2022-12-12 11:45:46,Accra
141,"<b>Raw:</b> “If we don’t have Kwaku, Kwame is there” - Coach Samuel Boadu

#GPL<br><b>Clean</b>: if we dont have kwaku kwame is there coach samuel boadu",syntactic-english,2022-12-12 11:45:52,Accra
142,<b>Raw:</b> Sheggz don miss road #BBNaija<br><b>Clean</b>: sheggz don miss road,informal-english,2022-12-12 11:45:58,Accra
143,<b>Raw:</b> @BoyKelzz @sergio_de_ennin 😂😂🤲the guy fuckup wàaa<br><b>Clean</b>: the guy fuckup wàaa,code-switched,2022-12-12 11:46:07,Accra
144,"<b>Raw:</b> Hear me out
Countre milk vanilla + hobnobs milk chocolate 😩😍💯<br><b>Clean</b>: hear me out countre milk vanilla hobnobs milk chocolate",informal-english,2022-12-12 11:46:13,Accra
145,<b>Raw:</b> @HonMills ah the way fante's dema eye open see what yu do give dem<br><b>Clean</b>: ah the way fantes dema eye open see what yu do give dem,code-switched,2022-12-12 11:46:20,Accra
146,<b>Raw:</b> @dfordamyy IKR. But my Ghanaian people keep saying Asake<br><b>Clean</b>: ikr but my ghanaian people keep saying asake,non-syntactic-english,2022-12-12 11:46:26,Accra
147,"<b>Raw:</b> WTF is that zhit you dropped bebe, that's not a song bebe. Its not even a vibe bebe... Back to the drawing board bebe.<br><b>Clean</b>: wtf is that zhit you dropped bebe thats not a song bebe its not even a vibe bebe back to the drawing board bebe",informal-english,2022-12-12 11:46:36,Accra
148,<b>Raw:</b> @AmeyawDebrah I'm not a guynian😜<br><b>Clean</b>: im not a guynian,informal-english,2022-12-12 11:48:42,Accra
